Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FT%,FGA,FG%,3FGA,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
Long Beach St.,146,27,1698,62.9,1958,72.5,-9.6,22.2,348,532,65.4,1461,41.5,0,0,0,334,12.37,424,15.704,874,32.4,981,36.3,-4,0,131,4.9,514,19
Louisiana,148,28,2182,77.9,1939,69.3,8.7,71.4,388,562,69,1666,46.9,0,0,0,465,16.607,404,14.429,956,34.1,1002,35.8,-1.6,0,251,9,517,18.5
Louisiana Tech,149,30,2011,67,1994,66.5,0.6,50,423,641,66,1676,43.1,0,0,0,333,11.1,495,16.5,1180,39.3,969,32.3,7,0,173,5.8,513,17.1
Louisville,150,29,2125,73.3,1766,60.9,12.4,69,470,628,74.8,1694,42,0,0,0,442,15.241,403,13.897,1100,37.9,1080,37.2,0.7,0,242,8.3,593,20.4
Loyola Chicago,151,29,2033,70.1,2187,75.4,-5.3,31,413,634,65.1,1701,43.6,0,0,0,374,12.897,456,15.724,1051,36.2,1071,36.9,-0.7,0,225,7.8,562,19.4
Loyola Maryland,152,28,1678,59.9,2074,74.1,-14.1,3.6,320,485,66,1548,37.8,0,0,0,332,11.857,442,15.786,935,33.4,1066,38.1,-4.7,0,148,5.3,495,17.7
Loyola Marymount,153,29,1962,67.7,2005,69.1,-1.5,51.7,350,507,69,1700,44,0,0,0,422,14.552,431,14.862,995,34.3,1070,36.9,-2.6,0,208,7.2,565,19.5
LSU,154,28,1863,66.5,1781,63.6,2.9,64.3,430,660,65.2,1432,44.4,0,0,0,338,12.071,407,14.536,1025,36.6,930,33.2,3.4,0,170,6.1,442,15.8
Maine,155,30,2056,68.5,1881,62.7,5.8,66.7,458,641,71.5,1563,44.3,0,0,0,399,13.3,452,15.067,1088,36.3,1034,34.5,1.8,0,212,7.1,505,16.8
Manhattan,156,29,2156,74.3,1840,63.4,10.9,82.8,575,757,76,1601,44.2,0,0,0,313,10.793,377,13,1011,34.9,978,33.7,1.1,0,274,9.4,592,20.4
Marist,157,28,1722,61.5,1974,70.5,-9,21.4,283,435,65.1,1625,39.3,0,0,0,382,13.643,393,14.036,964,34.4,1045,37.3,-2.9,0,191,6.8,487,17.4
Marquette,158,29,2072,71.4,1994,68.8,2.7,62.1,479,639,75,1600,43.1,0,0,0,374,12.897,416,14.345,1037,35.8,910,31.4,4.4,0,162,5.6,559,19.3
Marshall,159,29,2022,69.7,2150,74.1,-4.4,41.4,486,700,69.4,1590,42.8,0,0,0,370,12.759,492,16.966,1062,36.6,1041,35.9,0.7,0,172,5.9,581,20
Maryland,160,30,2321,77.4,2153,71.8,5.6,63.3,483,771,62.6,1910,44.1,0,0,0,421,14.033,454,15.133,1245,41.5,1166,38.9,2.6,0,262,8.7,585,19.5
Massachusetts,161,29,1975,68.1,2117,73,-4.9,34.5,339,536,63.2,1655,43.6,0,0,0,446,15.379,444,15.31,1025,35.3,1049,36.2,-0.8,0,176,6.1,477,16.4
McNeese,162,27,2000,74.1,2027,75.1,-1,40.7,472,659,71.6,1577,43.6,0,0,0,338,12.519,498,18.444,969,35.9,970,35.9,0,0,214,7.9,675,25
Memphis,163,28,2060,73.6,1846,65.9,7.6,75,430,650,66.2,1642,42.2,0,0,0,400,14.286,362,12.929,1081,38.6,979,35,3.6,0,209,7.5,513,18.3
Mercer,164,30,2153,71.8,2293,76.4,-4.7,40,424,614,69.1,1735,43.3,0,0,0,409,13.633,510,17,1105,36.8,1059,35.3,1.5,0,177,5.9,529,17.6
Miami (FL),165,30,2148,71.6,2067,68.9,2.7,46.7,385,546,70.5,1765,44.9,0,0,0,406,13.533,462,15.4,1060,35.3,1017,33.9,1.4,0,256,8.5,572,19.1
Miami (OH),166,29,1823,62.9,1791,61.8,1.1,62.1,438,624,70.2,1482,40.4,0,0,0,353,12.172,357,12.31,950,32.8,914,31.5,1.2,0,180,6.2,583,20.1
Michigan,167,29,1985,68.4,1853,63.9,4.6,62.1,427,607,70.3,1561,44.6,0,0,0,372,12.828,441,15.207,1031,35.6,908,31.3,4.2,0,223,7.7,514,17.7
Michigan St.,168,29,2072,71.4,1953,67.3,4.1,62.1,437,568,76.9,1464,49.5,0,0,0,427,14.724,424,14.621,884,30.5,832,28.7,1.8,0,205,7.1,605,20.9
Middle Tenn.,169,29,2034,70.1,1930,66.6,3.6,58.6,464,677,68.5,1577,44,0,0,0,329,11.345,401,13.828,1014,35,964,33.2,1.7,0,185,6.4,601,20.7
Milwaukee,170,29,2234,77,2076,71.6,5.4,65.5,479,678,70.6,1629,47.8,0,0,0,484,16.69,446,15.379,1027,35.4,958,33,2.4,0,176,6.1,603,20.8
Minnesota,171,30,2102,70.1,2151,71.7,-1.6,40,425,595,71.4,1759,42.9,0,0,0,450,15,413,13.767,1088,36.3,1018,33.9,2.3,0,206,6.9,555,18.5
Mississippi St.,172,28,2159,77.1,1856,66.3,10.8,89.3,446,673,66.3,1638,46.8,0,0,0,383,13.679,433,15.464,1144,40.9,934,33.4,7.5,0,257,9.2,455,16.3
Mississippi Val.,173,28,1907,68.1,1584,56.6,11.5,75.9,337,525,64.2,1736,39.3,0,0,0,348,12.429,351,12.536,1127,40.3,1068,38.1,2.1,0,286,10.2,528,18.9
Missouri,174,29,2162,74.6,2112,72.8,1.7,55.2,452,636,71.1,1689,44.6,0,0,0,406,14,419,14.448,1099,37.9,964,33.2,4.7,0,167,5.8,557,19.2
Missouri St.,175,33,2209,66.9,2108,63.9,3.1,57.6,580,844,68.7,1696,43.8,0,0,0,383,11.606,489,14.818,1215,36.8,1040,31.5,5.3,0,247,7.5,672,20.4
Monmouth,176,32,2201,68.8,2141,66.9,1.9,65.6,506,678,74.6,1751,41.9,0,0,0,442,13.812,429,13.406,1068,33.4,1170,36.6,-3.2,0,245,7.7,561,17.5
Montana,177,28,1955,69.8,2001,71.5,-1.6,35.7,413,588,70.2,1523,44.9,0,0,0,343,12.25,474,16.929,964,34.4,955,34.1,0.3,0,179,6.4,595,21.3
Montana St.,178,27,1852,68.6,1826,67.6,1,51.9,352,551,63.9,1479,45,0,0,0,391,14.481,405,15,873,32.3,927,34.3,-2,0,191,7.1,480,17.8
Morehead St.,179,29,2181,75.2,2162,74.6,0.7,55.2,489,655,74.7,1601,47.3,0,0,0,431,14.862,394,13.586,980,33.8,979,33.8,0,0,202,7,464,16
Morgan St.,180,27,1841,68.2,1937,71.7,-3.6,40.7,395,633,62.4,1456,43.8,0,0,0,330,12.222,446,16.519,841,31.1,949,35.1,-4,0,204,7.6,580,21.5
Mt. St. Mary's,181,29,1958,67.5,2070,71.4,-3.9,34.5,370,537,68.9,1690,41.1,0,0,0,350,12.069,412,14.207,1029,35.5,1070,36.9,-1.4,0,200,6.9,603,20.8
Murray St.,182,33,2677,81.1,2270,68.8,12.3,84.8,507,713,71.1,1960,49.8,0,0,0,628,19.03,466,14.121,1234,37.4,1065,32.3,5.1,0,267,8.1,602,18.2
N.C. A&T,183,28,1617,57.8,2082,74.4,-16.6,10.7,334,593,56.3,1597,36.1,0,0,0,261,9.3214,623,22.25,933,33.3,1125,40.2,-6.9,0,246,8.8,671,24
Navy,185,28,1575,56.3,1977,70.6,-14.4,17.9,265,458,57.9,1513,39.4,0,0,0,355,12.679,563,20.107,987,35.3,954,34.1,1.2,0,217,7.8,570,20.4
NC State,186,29,2127,73.3,1891,65.2,8.1,69,455,570,79.8,1582,45.2,0,0,0,431,14.862,399,13.759,978,33.7,966,33.3,0.4,0,202,7,536,18.5
Nebraska,187,28,1952,69.7,1725,61.6,8.1,57.1,397,551,72.1,1467,46.4,0,0,0,397,14.179,380,13.571,1010,36.1,903,32.3,3.8,0,175,6.3,518,18.5
Nevada,188,31,2349,75.8,2047,66,9.7,74.2,539,748,72.1,1812,45.8,0,0,0,445,14.355,409,13.194,1206,38.9,1015,32.7,6.2,0,204,6.6,568,18.3
New Hampshire,189,30,1811,60.4,1950,65,-4.6,33.3,348,528,65.9,1553,41.3,0,0,0,355,11.833,494,16.467,1038,34.6,1034,34.5,0.1,0,205,6.8,483,16.1
New Mexico,190,28,1948,69.6,1839,65.7,3.9,50,431,597,72.2,1428,44.8,0,0,0,393,14.036,367,13.107,917,32.8,884,31.6,1.2,0,160,5.7,501,17.9
New Mexico St.,191,27,1784,66.1,1774,65.7,0.4,48.1,368,524,70.2,1489,42,0,0,0,323,11.963,400,14.815,958,35.5,937,34.7,0.8,0,159,5.9,461,17.1
New Orleans,192,31,2160,69.7,2195,70.8,-1.1,54.8,455,709,64.2,1825,41.6,0,0,0,363,11.71,404,13.032,1158,37.4,1189,38.4,-1,0,202,6.5,579,18.7
Niagara,193,30,2454,81.8,2245,74.8,7,70,638,857,74.4,1799,44.9,0,0,0,464,15.467,433,14.433,1198,39.9,1078,35.9,4,0,217,7.2,591,19.7
Nicholls St.,194,27,1774,65.7,2040,75.6,-9.9,22.2,387,562,68.9,1529,39.4,0,0,0,302,11.185,470,17.407,941,34.9,962,35.6,-0.8,0,169,6.3,533,19.7
Norfolk St.,196,29,1794,61.9,1901,65.6,-3.7,41.4,467,649,72,1493,39.2,0,0,0,268,9.2414,470,16.207,962,33.2,1039,35.8,-2.7,0,213,7.3,586,20.2
North Carolina,197,28,2326,83.1,2113,75.5,7.6,64.3,484,712,68,1794,46.3,0,0,0,512,18.286,438,15.643,1118,39.9,1006,35.9,4,0,271,9.7,520,18.6
North Texas,201,28,2029,72.5,2045,73,-0.6,46.4,414,647,64,1658,43.4,0,0,0,325,11.607,465,16.607,1135,40.5,1051,37.5,3,0,180,6.4,579,20.7
Northeastern,202,30,2281,76,2166,72.2,3.8,63.3,481,742,64.8,1847,41.8,0,0,0,401,13.367,442,14.733,1108,36.9,1191,39.7,-2.8,0,263,8.8,578,19.3
Northern Ariz.,203,29,2202,75.9,2150,74.1,1.8,51.7,431,599,72,1679,45.5,0,0,0,470,16.207,473,16.31,1049,36.2,1054,36.3,-0.2,0,160,5.5,560,19.3
Northern Ill.,205,30,2030,67.7,2099,70,-2.3,33.3,428,653,65.5,1580,44.1,0,0,0,395,13.167,486,16.2,1068,35.6,1006,33.5,2.1,0,166,5.5,615,20.5
Northwestern,207,29,1787,61.6,1824,62.9,-1.3,48.3,316,473,66.8,1448,43.7,0,0,0,434,14.966,328,11.31,766,26.4,1023,35.3,-8.9,0,238,8.2,452,15.6
Northwestern St.,208,28,2078,74.2,2150,76.8,-2.6,39.3,450,670,67.2,1742,42.4,0,0,0,425,15.179,472,16.857,1144,40.9,1096,39.1,1.7,0,217,7.8,630,22.5
Notre Dame,209,29,2048,70.6,1961,67.6,3,58.6,414,572,72.4,1661,42,0,0,0,404,13.931,302,10.414,1025,35.3,1077,37.1,-1.8,0,169,5.8,433,14.9
Oakland,210,30,2236,74.5,2219,74,0.6,43.3,451,694,65,1843,43.2,0,0,0,430,14.333,408,13.6,1054,35.1,1129,37.6,-2.5,0,263,8.8,580,19.3
Ohio,211,30,2000,66.7,2091,69.7,-3,33.3,499,692,72.1,1602,40.1,0,0,0,339,11.3,450,15,1038,34.6,1035,34.5,0.1,0,183,6.1,591,19.7
Ohio St.,212,30,1950,65,2055,68.5,-3.5,46.7,433,667,64.9,1544,44.4,0,0,0,350,11.667,437,14.567,1009,33.6,922,30.7,2.9,0,197,6.6,589,19.6
Oklahoma,213,29,1935,66.7,1801,62.1,4.6,65.5,396,596,66.4,1645,40.9,0,0,0,359,12.379,376,12.966,991,34.2,1047,36.1,-1.9,0,252,8.7,584,20.1
Oklahoma St.,214,30,2361,78.7,1899,63.3,15.4,90,464,671,69.2,1703,51.4,0,0,0,492,16.4,400,13.333,1077,35.9,936,31.2,4.7,0,240,8,576,19.2
Old Dominion,215,29,2136,73.7,2035,70.2,3.5,58.6,421,585,72,1720,44.2,0,0,0,492,16.966,451,15.552,1113,38.4,1035,35.7,2.7,0,228,7.9,554,19.1
Ole Miss,216,28,1770,63.2,1831,65.4,-2.2,46.4,320,492,65,1476,43.5,0,0,0,374,13.357,368,13.143,849,30.3,934,33.4,-3,0,194,6.9,603,21.5
Oral Roberts,218,28,2265,80.9,2133,76.2,4.7,60.7,492,647,76,1630,47.6,0,0,0,479,17.107,414,14.786,977,34.9,931,33.3,1.6,0,183,6.5,536,19.1
Oregon,219,27,2060,76.3,2004,74.2,2.1,55.6,419,574,73,1508,46.2,0,0,0,444,16.444,409,15.148,900,33.3,908,33.6,-0.3,0,139,5.1,523,19.4
Oregon St.,220,28,2018,72.1,2071,74,-1.9,42.9,400,575,69.6,1738,41.9,0,0,0,399,14.25,395,14.107,1009,36,1050,37.5,-1.5,0,203,7.3,510,18.2
Pacific,221,31,2143,69.1,1961,63.3,5.9,77.4,526,713,73.8,1529,46.9,0,0,0,442,14.258,445,14.355,1045,33.7,1002,32.3,1.4,0,181,5.8,532,17.2
Penn,222,27,1929,71.4,1717,63.6,7.9,63,355,516,68.8,1478,45.3,0,0,0,432,16,368,13.63,941,34.9,891,33,1.9,0,172,6.4,482,17.9
Penn St.,223,28,1630,58.2,1874,66.9,-8.7,32.1,319,482,66.2,1469,39.8,0,0,0,339,12.107,443,15.821,980,35,914,32.6,2.4,0,141,5,439,15.7
Pepperdine,224,31,2446,78.9,2451,79.1,-0.2,48.4,498,696,71.6,1891,45.6,0,0,0,439,14.161,388,12.516,1059,34.2,1109,35.8,-1.6,0,218,7,604,19.5
Pittsburgh,225,33,2283,69.2,1869,56.6,12.5,87.9,445,688,64.7,1760,48.2,0,0,0,498,15.091,421,12.758,1210,36.7,1033,31.3,5.4,0,195,5.9,482,14.6
Portland,226,28,1953,69.8,2059,73.5,-3.8,39.3,398,553,72,1581,42.6,0,0,0,400,14.286,359,12.821,840,30,1047,37.4,-7.4,0,179,6.4,589,21
Portland St.,227,27,1810,67,1823,67.5,-0.5,40.7,407,615,66.2,1433,44.9,0,0,0,318,11.778,458,16.963,984,36.4,838,31,5.4,0,167,6.2,574,21.3
Prairie View,228,27,1673,62,1970,73,-11,25.9,417,667,62.5,1472,39.3,0,0,0,267,9.8889,444,16.444,966,35.8,1000,37,-1.3,0,147,5.4,542,20.1
Princeton,230,27,1711,63.4,1525,56.5,6.9,74.1,315,442,71.3,1268,48.6,0,0,0,365,13.519,365,13.519,833,30.9,734,27.2,3.7,0,187,6.9,489,18.1
Providence,231,28,2002,71.5,1801,64.3,7.2,71.4,392,547,71.7,1531,45.3,0,0,0,443,15.821,418,14.929,940,33.6,928,33.1,0.4,0,260,9.3,451,16.1
Purdue,232,30,1953,65.1,1809,60.3,4.8,56.7,451,610,73.9,1584,42.7,0,0,0,417,13.9,400,13.333,1010,33.7,988,32.9,0.7,0,172,5.7,548,18.3
Quinnipiac,233,29,2119,73.1,2214,76.3,-3.3,31,375,534,70.2,1780,42.6,0,0,0,472,16.276,422,14.552,1045,36,1095,37.8,-1.7,0,178,6.1,641,22.1
Radford,234,28,1911,68.3,1951,69.7,-1.4,42.9,379,616,61.5,1612,41.8,0,0,0,316,11.286,388,13.857,969,34.6,1063,38,-3.4,0,231,8.3,544,19.4
Rhode Island,235,32,2190,68.4,2072,64.8,3.7,59.4,440,656,67.1,1889,42.2,0,0,0,398,12.438,458,14.312,1295,40.5,1073,33.5,6.9,0,228,7.1,588,18.4
Rice,236,32,2383,74.5,2219,69.3,5.1,68.8,511,721,70.9,1787,47.7,0,0,0,485,15.156,505,15.781,1104,34.5,1069,33.4,1.1,0,261,8.2,587,18.3
Richmond,237,32,2065,64.5,1888,59,5.5,62.5,460,635,72.4,1739,40.9,0,0,0,389,12.156,418,13.062,1135,35.5,1137,35.5,-0.1,0,227,7.1,598,18.7
Rider,238,31,2112,68.1,2134,68.8,-0.7,54.8,398,567,70.2,1783,41.7,0,0,0,416,13.419,414,13.355,1128,36.4,1174,37.9,-1.5,0,215,6.9,539,17.4
Robert Morris,239,29,1989,68.6,2039,70.3,-1.7,48.3,384,509,75.4,1524,45.7,0,0,0,344,11.862,392,13.517,925,31.9,976,33.7,-1.8,0,144,5,511,17.6
Rutgers,240,28,1912,68.3,1825,65.2,3.1,57.1,416,594,70,1566,41.3,0,0,0,363,12.964,408,14.571,1054,37.6,997,35.6,2,0,181,6.5,522,18.6
Sacramento St.,241,28,1989,71,1981,70.8,0.3,46.4,420,627,67,1661,40.5,0,0,0,378,13.5,416,14.857,1015,36.3,1088,38.9,-2.6,0,240,8.6,621,22.2
Sacred Heart,242,27,1986,73.6,2094,77.6,-4,44.4,354,527,67.2,1692,44,0,0,0,391,14.481,436,16.148,997,36.9,1016,37.6,-0.7,0,210,7.8,542,20.1
Saint Francis (PA),243,28,1873,66.9,1956,69.9,-3,46.4,420,574,73.2,1490,43.9,0,0,0,326,11.643,385,13.75,879,31.4,920,32.9,-1.5,0,182,6.5,443,15.8
Saint Joseph's,244,28,2178,77.8,1722,61.5,16.3,96.4,383,545,70.3,1590,47.9,0,0,0,461,16.464,327,11.679,922,32.9,1027,36.7,-3.8,0,250,8.9,478,17.1
Saint Louis,245,30,1869,62.3,1772,59.1,3.2,60,404,576,70.1,1503,42.7,0,0,0,401,13.367,388,12.933,943,31.4,1014,33.8,-2.4,0,215,7.2,519,17.3
Saint Mary's (CA),246,31,2377,76.7,2082,67.2,9.5,61.3,541,750,72.1,1733,46.6,0,0,0,394,12.71,507,16.355,1184,38.2,1031,33.3,4.9,0,204,6.6,594,19.2
Saint Peter's,247,29,2196,75.7,2185,75.3,0.4,58.6,477,680,70.1,1764,41.4,0,0,0,370,12.759,377,13,1025,35.3,1149,39.6,-4.3,0,203,7,604,20.8
Sam Houston St.,248,28,2100,75,2133,76.2,-1.2,46.4,471,676,69.7,1650,44.7,0,0,0,530,18.929,493,17.607,1030,36.8,1093,39,-2.3,0,239,8.5,563,20.1
Samford,249,28,1838,65.6,1828,65.3,0.4,42.9,286,399,71.7,1318,48.9,0,0,0,459,16.393,410,14.643,792,28.3,832,29.7,-1.4,0,157,5.6,443,15.8
San Diego,250,30,2042,68.1,2398,79.9,-11.9,13.3,385,571,67.4,1600,45.3,0,0,0,474,15.8,553,18.433,971,32.4,1031,34.4,-2,0,186,6.2,532,17.7
San Diego St.,251,30,2125,70.8,2117,70.6,0.3,46.7,372,533,69.8,1841,42.7,0,0,0,423,14.1,399,13.3,1077,35.9,1053,35.1,0.8,0,246,8.2,559,18.6
San Francisco,252,31,2002,64.6,2102,67.8,-3.2,54.8,370,569,65,1697,43.5,0,0,0,416,13.419,491,15.839,1037,33.5,1014,32.7,0.7,0,235,7.6,620,20
San Jose St.,253,29,1779,61.3,1957,67.5,-6.1,20.7,305,462,66,1527,42.7,0,0,0,361,12.448,385,13.276,856,29.5,942,32.5,-3,0,170,5.9,585,20.2
Santa Clara,254,32,2103,65.7,2131,66.6,-0.9,50,421,611,68.9,1755,41.5,0,0,0,398,12.438,445,13.906,1100,34.4,1059,33.1,1.3,0,216,6.8,596,18.6
Savannah St.,255,28,1691,60.4,2216,79.1,-18.8,14.3,276,482,57.3,1744,36.9,0,0,0,272,9.7143,494,17.643,1057,37.8,1186,42.4,-4.6,0,193,6.9,663,23.7
Seton Hall,257,29,2086,71.9,1862,64.2,7.7,69,406,569,71.4,1644,45.9,0,0,0,383,13.207,383,13.207,1079,37.2,991,34.2,3,0,197,6.8,527,18.2
SFA,258,30,2138,71.3,1821,60.7,10.6,70,387,548,70.6,1715,45.8,0,0,0,381,12.7,417,13.9,1002,33.4,975,32.5,0.9,0,266,8.9,616,20.5
Siena,259,30,2071,69,2141,71.4,-2.3,46.7,437,643,68,1828,40.5,0,0,0,436,14.533,448,14.933,1228,40.9,1044,34.8,6.1,0,202,6.7,624,20.8
SMU,261,30,1937,64.6,2060,68.7,-4.1,40,364,542,67.2,1607,43.1,0,0,0,374,12.467,438,14.6,949,31.6,1067,35.6,-3.9,0,225,7.5,476,15.9
South Ala.,262,28,1845,65.9,1886,67.4,-1.5,42.9,297,456,65.1,1592,41.8,0,0,0,313,11.179,385,13.75,900,32.1,1004,35.9,-3.7,0,204,7.3,560,20
South Carolina,263,33,2340,70.9,2071,62.8,8.2,69.7,454,674,67.4,1906,43.6,0,0,0,490,14.848,436,13.212,1199,36.3,1221,37,-0.7,0,295,8.9,595,18
South Carolina St.,264,29,2003,69.1,1888,65.1,4,62.1,477,659,72.4,1533,45,0,0,0,327,11.276,469,16.172,985,34,857,29.6,4.4,0,247,8.5,569,19.6
South Fla.,267,27,1654,61.3,1849,68.5,-7.2,25.9,349,534,65.4,1379,42.9,0,0,0,350,12.963,414,15.333,921,34.1,969,35.9,-1.8,0,142,5.3,486,18
Southeast Mo. St.,268,27,1918,71,1930,71.5,-0.4,40.7,343,482,71.2,1525,45,0,0,0,367,13.593,329,12.185,861,31.9,903,33.4,-1.6,0,181,6.7,456,16.9
Southeastern La.,269,29,2132,73.5,1982,68.3,5.2,69,479,703,68.1,1637,45.4,0,0,0,403,13.897,405,13.966,1026,35.4,978,33.7,1.7,0,208,7.2,546,18.8
Southern California,270,28,2111,75.4,2206,78.8,-3.4,46.4,428,646,66.3,1727,43.2,0,0,0,383,13.679,428,15.286,1020,36.4,1037,37,-0.6,0,249,8.9,577,20.6
Southern Ill.,271,29,2067,71.3,1824,62.9,8.4,86.2,368,535,68.8,1716,44.5,0,0,0,409,14.103,350,12.069,1027,35.4,1003,34.6,0.8,0,298,10.3,562,19.4
Southern Miss.,272,28,1817,64.9,1912,68.3,-3.4,46.4,392,589,66.6,1546,42.2,0,0,0,345,12.321,413,14.75,1016,36.3,934,33.4,2.9,0,195,7,513,18.3
Southern U.,273,27,1885,69.8,1866,69.1,0.7,42.9,367,589,62.3,1591,43.8,0,0,0,318,11.778,442,16.37,944,35,993,36.8,-1.8,0,246,9.1,552,20.4
Southern Utah,274,28,1804,64.4,1947,69.5,-5.1,35.7,354,528,67,1324,48,0,0,0,331,11.821,427,15.25,789,28.2,921,32.9,-4.7,0,219,7.8,502,17.9
St. Bonaventure,275,28,1904,68,2220,79.3,-11.3,25,316,442,71.5,1739,39.3,0,0,0,353,12.607,369,13.179,919,32.8,1155,41.3,-8.4,0,212,7.6,542,19.4
St. Francis Brooklyn,276,28,1997,71.3,1954,69.8,1.5,53.6,335,504,66.5,1644,42.7,0,0,0,377,13.464,428,15.286,981,35,1043,37.3,-2.2,0,241,8.6,597,21.3
St. John's (NY),277,27,1673,62,1914,70.9,-8.9,22.2,277,432,64.1,1608,39.7,0,0,0,290,10.741,414,15.333,995,36.9,1006,37.3,-0.4,0,217,8,484,17.9
Stanford,278,30,2218,73.9,1821,60.7,13.2,96.7,470,625,75.2,1644,48.4,0,0,0,490,16.333,421,14.033,1089,36.3,894,29.8,6.5,0,193,6.4,522,17.4
Stetson,279,27,1835,68,1958,72.5,-4.6,44.4,415,595,69.7,1592,40.8,0,0,0,300,11.111,410,15.185,980,36.3,967,35.8,0.5,0,262,9.7,498,18.4
Stony Brook,280,30,1877,62.6,2029,67.6,-5.1,33.3,416,604,68.9,1568,42.3,0,0,0,320,10.667,456,15.2,980,32.7,996,33.2,-0.5,0,219,7.3,551,18.4
Syracuse,281,28,2042,72.9,1871,66.8,6.1,75,371,583,63.6,1673,46.3,0,0,0,430,15.357,358,12.786,1082,38.6,1050,37.5,1.1,0,221,7.9,494,17.6
TCU,282,29,1941,66.9,2045,70.5,-3.6,41.4,436,645,67.6,1593,41.4,0,0,0,366,12.621,428,14.759,1013,34.9,1058,36.5,-1.6,0,177,6.1,562,19.4
Temple,283,28,1818,64.9,1801,64.3,0.6,53.6,358,553,64.7,1661,38.1,0,0,0,244,8.7143,255,9.1071,1027,36.7,1024,36.6,0.1,0,235,8.4,460,16.4
Tennessee,284,28,2008,71.7,1999,71.4,0.3,53.6,488,674,72.4,1545,44.1,0,0,0,426,15.214,417,14.893,1035,37,949,33.9,3.1,0,167,6,515,18.4
Tennessee St.,285,28,1932,69,2179,77.8,-8.8,25,299,444,67.3,1693,41.5,0,0,0,396,14.143,335,11.964,860,30.7,1077,38.5,-7.8,0,199,7.1,580,20.7
Tennessee Tech,286,28,2150,76.8,2126,75.9,0.9,46.4,363,507,71.6,1714,45.4,0,0,0,432,15.429,409,14.607,1024,36.6,968,34.6,2,0,191,6.8,552,19.7
Texas,287,30,2314,77.1,1992,66.4,10.7,76.7,454,672,67.6,1879,44.1,0,0,0,415,13.833,356,11.867,1242,41.4,1035,34.5,6.9,0,209,7,585,19.5
Texas A&M,288,28,2013,71.9,2140,76.4,-4.5,25,436,637,68.4,1690,41.6,0,0,0,415,14.821,417,14.893,1065,38,932,33.3,4.8,0,172,6.1,593,21.2
Texas Southern,289,28,1865,66.6,1852,66.1,0.5,48.3,527,798,66,1496,41.2,0,0,0,295,10.536,524,18.714,1044,37.3,961,34.3,3,0,199,7.1,535,19.1
Texas St.,290,28,1933,69,1933,69,0,46.4,385,526,73.2,1532,43.7,0,0,0,405,14.464,417,14.893,941,33.6,930,33.2,0.4,0,195,7,600,21.4
Texas Tech,291,32,2349,73.4,2041,63.8,9.6,68.8,495,671,73.8,1873,46.3,0,0,0,472,14.75,399,12.469,1088,34,1114,34.8,-0.8,0,264,8.3,535,16.7
The Citadel,292,28,1640,58.6,2003,71.5,-13,21.4,283,419,67.5,1575,37.2,0,0,0,304,10.857,475,16.964,951,34,1066,38.1,-4.1,0,213,7.6,583,20.8
Toledo,293,31,2379,76.7,2340,75.5,1.3,64.5,482,671,71.8,1794,46.6,0,0,0,458,14.774,460,14.839,1045,33.7,1098,35.4,-1.7,0,240,7.7,680,21.9
Towson,294,29,1772,61.1,2015,69.5,-8.4,27.6,379,572,66.3,1568,39.4,0,0,0,386,13.31,448,15.448,977,33.7,1082,37.3,-3.6,0,193,6.7,552,19
Troy,295,30,2541,84.7,2166,72.2,12.5,80,377,528,71.4,2031,44.5,0,0,0,532,17.733,334,11.133,1131,37.7,1182,39.4,-1.7,0,344,11.5,425,14.2
Tulane,296,28,1830,65.4,1947,69.5,-4.2,39.3,366,568,64.4,1594,40.9,0,0,0,400,14.286,464,16.571,1109,39.6,1092,39,0.6,0,174,6.2,528,18.9
Tulsa,297,29,1982,68.3,2079,71.7,-3.3,31,362,544,66.5,1653,43.8,0,0,0,336,11.586,392,13.517,975,33.6,1140,39.3,-5.7,0,216,7.4,549,18.9
UAB,298,29,2162,74.6,1943,67,7.6,69,376,575,65.4,1803,44.3,0,0,0,510,17.586,395,13.621,1016,35,1154,39.8,-4.8,0,341,11.8,607,20.9
UC Irvine,300,28,1782,63.6,1852,66.1,-2.5,39.3,405,591,68.5,1345,45.4,0,0,0,382,13.643,449,16.036,924,33,860,30.7,2.3,0,158,5.6,542,19.4
UC Riverside,301,28,1932,69,1973,70.5,-1.5,39.3,388,542,71.6,1537,44.3,0,0,0,347,12.393,389,13.893,868,31,972,34.7,-3.7,0,179,6.4,540,19.3
UC Santa Barbara,302,28,1847,66,1735,62,4,57.1,381,576,66.1,1453,44.8,0,0,0,385,13.75,414,14.786,972,34.7,864,30.9,3.9,0,191,6.8,526,18.8
UCF,303,30,2137,71.2,1863,62.1,9.1,83.3,358,500,71.6,1680,46.2,0,0,0,510,17,459,15.3,1096,36.5,952,31.7,4.8,0,273,9.1,552,18.4
UCLA,304,28,1863,66.5,1960,70,-3.5,39.3,340,530,64.2,1510,46.2,0,0,0,404,14.429,442,15.786,965,34.5,923,33,1.5,0,127,4.5,516,18.4
UConn,305,33,2610,79.1,2110,63.9,15.2,81.8,411,667,61.6,2067,48.1,0,0,0,602,18.242,455,13.788,1478,44.8,1165,35.3,9.5,0,203,6.2,535,16.2
