Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FT%,FGA,FG%,3FGA,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
Lipscomb,143,30,2287,76.2,2213,73.8,2.5,56.7,502,711,70.6,1750,45.3,0,0,32.9,461,15.367,464,15.467,1123,37.4,1059,35.3,2.1,0,245,8.2,611,20.4
Little Rock,144,35,2380,68,2345,67,1,54.3,545,793,68.7,1882,42.6,0,0,33.7,414,11.829,412,11.771,1171,33.5,1225,35,-1.5,0,206,5.9,716,20.5
LIU Brooklyn,145,32,2643,82.6,2364,73.9,8.7,84.4,628,974,64.5,1924,46.6,0,0,30,484,15.125,491,15.344,1339,41.8,1176,36.8,5.1,0,235,7.3,552,17.3
Long Beach St.,146,33,2415,73.2,2313,70.1,3.1,66.7,533,790,67.5,1865,44.8,0,0,32.7,443,13.424,473,14.333,1219,36.9,1115,33.8,3.2,0,197,6,531,16.1
Longwood,147,31,2364,76.3,2552,82.3,-6.1,38.7,430,615,69.9,1866,45.5,0,0,34.5,510,16.452,428,13.806,1027,33.1,1219,39.3,-6.2,0,183,5.9,597,19.3
Louisiana,148,29,2055,70.9,2067,71.3,-0.4,48.3,474,714,66.4,1639,43.6,0,0,34.7,295,10.172,447,15.414,1085,37.4,983,33.9,3.5,0,165,5.7,618,21.3
Louisiana Tech,149,32,2051,64.1,2174,67.9,-3.8,37.5,416,642,64.8,1721,41.9,0,0,32.9,331,10.344,535,16.719,1152,36,1081,33.8,2.2,0,180,5.6,652,20.4
Louisville,150,34,2562,75.4,2197,64.6,10.7,73.5,409,611,66.9,2049,45.2,0,0,30.6,594,17.471,443,13.029,1243,36.6,1227,36.1,0.5,0,313,9.2,653,19.2
Loyola Chicago,151,31,2153,69.5,2065,66.6,2.8,51.6,471,639,73.7,1733,42.8,0,0,36,383,12.355,396,12.774,1080,34.8,1017,32.8,2,0,186,6,541,17.5
Loyola Maryland,152,30,2023,67.4,2011,67,0.4,50,441,625,70.6,1682,41.7,0,0,33.8,357,11.9,396,13.2,1063,35.4,979,32.6,2.8,0,195,6.5,582,19.4
Loyola Marymount,153,32,2265,70.8,2312,72.3,-1.5,34.4,502,723,69.4,1871,43.1,0,0,35.4,435,13.594,455,14.219,1219,38.1,1133,35.4,2.7,0,215,6.7,606,18.9
LSU,154,32,1991,62.2,2130,66.6,-4.3,34.4,432,650,66.5,1731,40,0,0,32.8,364,11.375,461,14.406,1110,34.7,1178,36.8,-2.1,0,204,6.4,622,19.4
Maine,155,30,2089,69.6,2010,67,2.6,50,446,638,69.9,1576,46.1,0,0,36.9,396,13.2,387,12.9,1010,33.7,992,33.1,0.6,0,169,5.6,532,17.7
Manhattan,156,31,1862,60.1,2161,69.7,-9.6,19.4,395,565,69.9,1678,40.3,0,0,38.5,300,9.6774,419,13.516,1045,33.7,1123,36.2,-2.5,0,200,6.5,521,16.8
Marist,157,33,1979,60,2383,72.2,-12.2,18.2,448,629,71.2,1734,38.2,0,0,34.4,317,9.6061,481,14.576,1106,33.5,1244,37.7,-4.2,0,166,5,656,19.9
Marquette,158,34,2587,76.1,2348,69.1,7,58.8,598,865,69.1,1935,46.8,0,0,36.3,538,15.824,408,12,1231,36.2,1139,33.5,2.7,0,244,7.2,574,16.9
Marshall,159,33,2435,73.8,2226,67.5,6.3,66.7,594,876,67.8,1824,45.4,0,0,29.9,426,12.909,437,13.242,1252,37.9,1095,33.2,4.8,0,165,5,657,19.9
Maryland,160,33,2536,76.8,2231,67.6,9.2,57.6,521,770,67.7,1980,47.1,0,0,32.4,557,16.879,450,13.636,1287,39,1161,35.2,3.8,0,222,6.7,549,16.6
Massachusetts,161,30,1988,66.3,2039,68,-1.7,50,427,645,66.2,1742,40.1,0,0,33.3,337,11.233,412,13.733,1137,37.9,1108,36.9,1,0,192,6.4,629,21
McNeese,162,32,2382,74.4,2272,71,3.4,65.6,548,735,74.6,1843,43.9,0,0,32.8,360,11.25,392,12.25,1139,35.6,1165,36.4,-0.8,0,209,6.5,630,19.7
Memphis,163,34,2449,72,2315,68.1,3.9,73.5,515,758,67.9,1921,45,0,0,33.2,496,14.588,520,15.294,1213,35.7,1188,34.9,0.7,0,290,8.5,688,20.2
Mercer,164,33,2220,67.3,2258,68.4,-1.2,45.5,532,771,69,1766,41.8,0,0,31.8,395,11.97,469,14.212,1083,32.8,1158,35.1,-2.3,0,243,7.4,692,21
Miami (FL),165,33,2349,71.2,2220,67.3,3.9,57.6,495,688,71.9,1796,44.2,0,0,35.4,386,11.697,464,14.061,1201,36.4,1075,32.6,3.8,0,193,5.8,595,18
Miami (OH),166,32,2131,66.6,2243,70.1,-3.5,50,447,613,72.9,1669,43.3,0,0,36.3,358,11.188,454,14.188,1059,33.1,1090,34.1,-1,0,156,4.9,547,17.1
Michigan,167,33,2182,66.1,2069,62.7,3.4,60.6,341,490,69.6,1772,44.4,0,0,32.5,447,13.545,333,10.091,1057,32,1119,33.9,-1.9,0,156,4.7,547,16.6
Michigan St.,168,33,2262,68.5,2185,66.2,2.3,57.6,468,670,69.9,1832,43.2,0,0,36.4,489,14.818,438,13.273,1220,37,1080,32.7,4.2,0,210,6.4,620,18.8
Middle Tenn.,169,32,2218,69.3,2121,66.3,3,50,584,823,71,1719,42.6,0,0,34.9,339,10.594,485,15.156,1126,35.2,1051,32.8,2.3,0,277,8.7,756,23.6
Milwaukee,170,32,2205,68.9,2230,69.7,-0.8,59.4,502,769,65.3,1702,43,0,0,36,406,12.688,443,13.844,1091,34.1,1066,33.3,0.8,0,156,4.9,568,17.8
Minnesota,171,31,2137,68.9,2076,67,2,54.8,479,726,66,1660,45.4,0,0,34.6,487,15.71,413,13.323,1180,38.1,1021,32.9,5.1,0,211,6.8,504,16.3
Mississippi St.,172,31,2165,69.8,2177,70.2,-0.4,54.8,441,610,72.3,1701,43.4,0,0,33.7,392,12.645,413,13.323,1119,36.1,1141,36.8,-0.7,0,163,5.3,471,15.2
Mississippi Val.,173,32,2186,68.3,2393,74.8,-6.5,40.6,478,719,66.5,1855,40.5,0,0,32,393,12.281,555,17.344,1206,37.7,1200,37.5,0.2,0,227,7.1,729,22.8
Missouri,174,33,2685,81.4,2357,71.4,9.9,69.7,528,714,73.9,2082,46.1,0,0,34.1,542,16.424,422,12.788,1166,35.3,1230,37.3,-1.9,0,322,9.8,671,20.3
Missouri St.,175,33,2283,69.2,2052,62.2,7,75.8,482,662,72.8,1743,45.3,0,0,34.5,434,13.152,346,10.485,1095,33.2,983,29.8,3.4,0,165,5,571,17.3
Monmouth,176,30,1818,60.6,1976,65.9,-5.3,30,376,588,63.9,1551,40.7,0,0,35.5,376,12.533,439,14.633,1024,34.1,1064,35.5,-1.3,0,203,6.8,520,17.3
Montana,177,31,2075,66.9,1863,60.1,6.8,67.7,455,680,66.9,1601,46.1,0,0,32.2,409,13.194,383,12.355,1080,34.8,1021,32.9,1.9,0,209,6.7,536,17.3
Montana St.,178,31,2079,67.1,2130,68.7,-1.6,41.9,412,637,64.7,1730,41.4,0,0,38.1,374,12.065,373,12.032,1053,34,1117,36,-2.1,0,179,5.8,560,18.1
Morehead St.,179,33,2302,69.8,2036,61.7,8.1,72.7,485,718,67.5,1769,45.9,0,0,36.6,406,12.303,498,15.091,1236,37.5,931,28.2,9.2,0,284,8.6,624,18.9
Morgan St.,180,31,2061,66.5,2071,66.8,-0.3,54.8,522,766,68.1,1687,42,0,0,32.1,372,12,470,15.161,1139,36.7,1027,33.1,3.6,0,192,6.2,625,20.2
Mt. St. Mary's,181,32,1940,60.6,2124,66.4,-5.8,34.4,412,606,68,1645,41.9,0,0,32.6,378,11.812,475,14.844,1024,32,1149,35.9,-3.9,0,187,5.8,616,19.3
Murray St.,182,31,2118,68.3,1890,61,7.4,74.2,516,732,70.5,1552,45.6,0,0,34.6,417,13.452,440,14.194,1009,32.5,925,29.8,2.7,0,236,7.6,575,18.5
N.C. A&T,183,32,2282,71.3,2372,74.1,-2.8,46.9,519,780,66.5,1806,43.1,0,0,33.5,385,12.031,477,14.906,1179,36.8,1283,40.1,-3.3,0,207,6.5,531,16.6
N.C. Central,184,30,2062,68.7,2103,70.1,-1.4,50,419,607,69,1606,45,0,0,31.9,353,11.767,466,15.533,964,32.1,1041,34.7,-2.6,0,234,7.8,624,20.8
Navy,185,31,2113,68.2,2254,72.7,-4.5,35.5,489,690,70.9,1766,39.3,0,0,34.5,387,12.484,474,15.29,980,31.6,1271,41,-9.4,0,284,9.2,648,20.9
NC State,186,31,2191,70.7,2184,70.5,0.2,48.4,454,654,69.4,1818,43.9,0,0,32,442,14.258,376,12.129,1152,37.2,1135,36.6,0.5,0,191,6.2,533,17.2
Nebraska,187,31,2075,66.9,1860,60,6.9,61.3,401,573,70,1627,46.5,0,0,33.3,409,13.194,415,13.387,1099,35.5,982,31.7,3.8,0,201,6.5,532,17.2
Nevada,188,32,2245,70.2,2279,71.2,-1.1,40.6,529,771,68.6,1782,42.3,0,0,34,356,11.125,459,14.344,1178,36.8,1133,35.4,1.4,0,154,4.8,653,20.4
New Hampshire,189,30,1749,58.3,1826,60.9,-2.6,40,340,555,61.3,1628,37.4,0,0,33.1,292,9.7333,360,12,1059,35.3,1095,36.5,-1.2,0,134,4.5,546,18.2
New Mexico,190,33,2426,73.5,2177,66,7.5,63.6,551,778,70.8,1805,46.1,0,0,33.3,509,15.424,445,13.485,1227,37.2,1028,31.2,6,0,202,6.1,632,19.2
New Mexico St.,191,33,2364,71.6,2316,70.2,1.5,48.5,594,879,67.6,1780,44.6,0,0,32.6,410,12.424,487,14.758,1157,35.1,1140,34.5,0.5,0,215,6.5,612,18.5
New Orleans,192,21,1560,74.3,1282,61,13.2,76.2,362,497,72.8,1154,46.3,0,0,27.2,287,13.667,319,15.19,802,38.2,669,31.9,6.3,0,154,7.3,390,18.6
Niagara,193,32,1966,61.4,2250,70.3,-8.9,28.1,466,706,66,1781,37.2,0,0,33.3,335,10.469,449,14.031,1061,33.2,1316,41.1,-8,0,256,8,616,19.3
Nicholls St.,194,28,1836,65.6,1730,61.8,3.8,50,378,550,68.7,1432,44.3,0,0,32.8,395,14.107,358,12.786,807,28.8,909,32.5,-3.6,0,223,8,544,19.4
NJIT,195,30,2065,68.8,2052,68.4,0.4,50,357,578,61.8,1734,42.8,0,0,35.8,390,13,408,13.6,1074,35.8,1065,35.5,0.3,0,179,6,633,21.1
Norfolk St.,196,32,2238,69.9,2390,74.7,-4.8,37.5,498,735,67.8,1791,43.7,0,0,36.4,412,12.875,515,16.094,1143,35.7,1158,36.2,-0.5,0,204,6.4,694,21.7
North Carolina,197,33,2530,76.7,2236,67.8,8.9,78.8,515,777,66.3,2049,44.9,0,0,32.7,506,15.333,446,13.515,1403,42.5,1188,36,6.5,0,202,6.1,536,16.2
North Dakota,198,33,2252,68.2,2250,68.2,0.1,57.6,540,794,68,1761,42.9,0,0,34.2,407,12.333,476,14.424,1174,35.6,1152,34.9,0.7,0,207,6.3,653,19.8
North Dakota St.,199,29,2188,75.4,2062,71.1,4.3,48.3,467,674,69.3,1651,47.1,0,0,33.7,396,13.655,381,13.138,1037,35.8,935,32.2,3.5,0,170,5.9,566,19.5
North Florida,200,34,2208,64.9,2431,71.5,-6.6,44.1,489,740,66.1,1741,43.5,0,0,32.2,404,11.882,569,16.735,1087,32,1269,37.3,-5.4,0,201,5.9,697,20.5
North Texas,201,33,2516,76.2,2358,71.5,4.8,66.7,675,900,75,1735,47.9,0,0,33.7,407,12.333,439,13.303,1165,35.3,1071,32.5,2.8,0,139,4.2,598,18.1
Northeastern,202,31,2064,66.6,2183,70.4,-3.8,35.5,433,577,75,1610,44.7,0,0,39.4,427,13.774,389,12.548,897,28.9,1016,32.8,-3.8,0,211,6.8,595,19.2
Northern Ariz.,203,31,2236,72.1,2010,64.8,7.3,61.3,376,566,66.4,1697,48.9,0,0,32.9,537,17.323,403,13,1051,33.9,1020,32.9,1,0,194,6.3,584,18.8
Northern Colo.,204,31,2237,72.2,2037,65.7,6.5,67.7,567,734,77.2,1653,43.1,0,0,34.6,367,11.839,445,14.355,1117,36,950,30.6,5.4,0,191,6.2,601,19.4
Northern Ill.,205,30,2055,68.5,2199,73.3,-4.8,30,455,653,69.7,1694,42.1,0,0,34.7,361,12.033,428,14.267,1100,36.7,1074,35.8,0.9,0,168,5.6,606,20.2
Northwestern,207,31,2220,71.6,2104,67.9,3.7,58.1,392,541,72.5,1713,45.1,0,0,35.1,510,16.452,305,9.8387,917,29.6,1040,33.5,-4,0,208,6.7,541,17.5
Northwestern St.,208,32,2462,76.9,2482,77.6,-0.6,56.3,587,922,63.7,1877,44.3,0,0,38.3,426,13.312,542,16.938,1162,36.3,1276,39.9,-3.6,0,293,9.2,735,23
Notre Dame,209,32,2432,76,2100,65.6,10.4,81.3,567,782,72.5,1723,46.6,0,0,35,535,16.719,342,10.688,1182,36.9,1039,32.5,4.5,0,147,4.6,481,15
Oakland,210,34,2911,85.6,2605,76.6,9,73.5,593,824,72,2062,49.4,0,0,36.2,556,16.353,466,13.706,1328,39.1,1150,33.8,5.2,0,209,6.1,627,18.4
Ohio,211,33,2466,74.7,2402,72.8,1.9,54.5,532,739,72,1931,43.7,0,0,35.8,505,15.303,447,13.545,1190,36.1,1175,35.6,0.5,0,266,8.1,684,20.7
Ohio St.,212,34,2621,77.1,2034,59.8,17.3,94.1,504,715,70.5,1890,49.4,0,0,33.9,531,15.618,346,10.176,1173,34.5,1009,29.7,4.8,0,244,7.2,485,14.3
Oklahoma,213,32,2111,66,2199,68.7,-2.8,43.8,437,592,73.8,1648,44.8,0,0,36.2,400,12.5,434,13.562,969,30.3,1051,32.8,-2.6,0,179,5.6,585,18.3
Oklahoma St.,214,32,2183,68.2,2136,66.8,1.5,59.4,568,786,72.3,1705,43.4,0,0,33.9,322,10.062,437,13.656,1113,34.8,1052,32.9,1.9,0,217,6.8,674,21.1
Old Dominion,215,33,2173,65.8,1924,58.3,7.5,81.8,438,660,66.4,1783,44.1,0,0,37,477,14.455,409,12.394,1326,40.2,925,28,12.2,0,225,6.8,486,14.7
Ole Miss,216,33,2439,73.9,2273,68.9,5,60.6,505,667,75.7,1904,44.3,0,0,35.3,404,12.242,418,12.667,1191,36.1,1112,33.7,2.4,0,176,5.3,619,18.8
Oral Roberts,218,34,2558,75.2,2480,72.9,2.3,55.9,563,785,71.7,1894,47.7,0,0,35.8,435,12.794,435,12.794,1168,34.4,1069,31.4,2.9,0,190,5.6,689,20.3
Oregon,219,33,2295,69.5,2288,69.3,0.2,48.5,437,594,73.6,1945,41.9,0,0,35.6,453,13.727,409,12.394,1081,32.8,1149,34.8,-2.1,0,270,8.2,607,18.4
Oregon St.,220,31,2147,69.3,2256,72.8,-3.5,35.5,513,753,68.1,1727,42.7,0,0,37.4,374,12.065,472,15.226,1064,34.3,1071,34.5,-0.2,0,293,9.5,575,18.5
Pacific,221,31,2038,65.7,1945,62.7,3,51.6,392,558,70.3,1606,43.9,0,0,35.4,433,13.968,356,11.484,1037,33.5,970,31.3,2.2,0,141,4.5,460,14.8
Penn,222,28,1868,66.7,1906,68.1,-1.4,46.4,395,536,73.7,1418,45.4,0,0,36.1,381,13.607,387,13.821,832,29.7,876,31.3,-1.6,0,172,6.1,506,18.1
Penn St.,223,33,2080,63,2060,62.4,0.6,57.6,390,538,72.5,1694,43.7,0,0,36.7,401,12.152,349,10.576,1042,31.6,997,30.2,1.4,0,147,4.5,517,15.7
Pepperdine,224,33,2289,69.4,2442,74,-4.6,36.4,538,749,71.8,1855,42.4,0,0,37.2,408,12.364,440,13.333,1178,35.7,1110,33.6,2.1,0,193,5.8,627,19
Pittsburgh,225,32,2370,74.1,1951,61,13.1,84.4,512,762,67.2,1761,47.4,0,0,32.6,556,17.375,373,11.656,1276,39.9,943,29.5,10.4,0,154,4.8,576,18
Portland,226,31,2208,71.2,2116,68.3,3,64.5,425,569,74.7,1675,46.2,0,0,34.9,432,13.935,397,12.806,1067,34.4,959,30.9,3.5,0,162,5.2,535,17.3
Portland St.,227,30,2169,72.3,2230,74.3,-2,46.7,468,645,72.6,1697,43.9,0,0,34.7,390,13,374,12.467,983,32.8,1086,36.2,-3.4,0,181,6,506,16.9
Prairie View,228,32,2011,62.8,2242,70.1,-7.2,31.3,343,596,57.6,1920,38.2,0,0,33.1,366,11.438,477,14.906,1228,38.4,1300,40.6,-2.3,0,213,6.7,640,20
Presbyterian,229,31,1915,61.8,2066,66.6,-4.9,41.9,339,466,72.7,1530,44.4,0,0,34.6,367,11.839,428,13.806,924,29.8,1023,33,-3.2,0,126,4.1,454,14.6
Princeton,230,31,2158,69.6,1958,63.2,6.5,80.6,440,602,73.1,1644,46.5,0,0,32.6,419,13.516,383,12.355,1077,34.7,948,30.6,4.2,0,183,5.9,540,17.4
Providence,231,32,2426,75.8,2411,75.3,0.5,46.9,506,756,66.9,2012,42.4,0,0,32.7,399,12.469,407,12.719,1231,38.5,1207,37.7,0.8,0,250,7.8,543,17
Purdue,232,32,2325,72.7,1966,61.4,11.2,78.1,459,645,71.2,1836,44.8,0,0,32.8,506,15.812,331,10.344,1127,35.2,1080,33.8,1.5,0,201,6.3,577,18
Quinnipiac,233,31,2227,71.8,2082,67.2,4.7,71,415,677,61.3,1911,43,0,0,33.7,477,15.387,385,12.419,1312,42.3,1019,32.9,9.5,0,156,5,644,20.8
Radford,234,29,1734,59.8,2065,71.2,-11.4,17.2,404,645,62.6,1560,38.3,0,0,35.9,294,10.138,475,16.379,1021,35.2,1115,38.4,-3.2,0,229,7.9,561,19.3
Rhode Island,235,32,2186,68.3,2142,66.9,1.4,59.4,399,567,70.4,1855,42.1,0,0,30.1,383,11.969,394,12.312,1125,35.2,1177,36.8,-1.6,0,210,6.6,577,18
Rice,236,32,2148,67.1,2149,67.2,0,43.8,530,733,72.3,1696,42.7,0,0,37.8,411,12.844,393,12.281,1082,33.8,1008,31.5,2.3,0,217,6.8,603,18.8
Richmond,237,34,2386,70.2,2074,61,9.2,79.4,423,612,69.1,1831,46.3,0,0,30.1,509,14.971,363,10.676,1128,33.2,1187,34.9,-1.7,0,208,6.1,547,16.1
Rider,238,33,2436,73.8,2256,68.4,5.5,69.7,429,657,65.3,1861,47.1,0,0,32,474,14.364,453,13.727,1189,36,1226,37.2,-1.1,0,199,6,579,17.5
Robert Morris,239,32,2153,67.3,2095,65.5,1.8,56.3,434,634,68.5,1792,42,0,0,33.9,436,13.625,422,13.188,1124,35.1,1108,34.6,0.5,0,241,7.5,718,22.4
Rutgers,240,32,2122,66.3,2101,65.7,0.7,46.9,381,563,67.7,1778,44,0,0,34.6,434,13.562,389,12.156,1062,33.2,1096,34.3,-1.1,0,252,7.9,634,19.8
Sacramento St.,241,28,1729,61.8,1948,69.6,-7.8,25,388,570,68.1,1479,40.1,0,0,35.6,344,12.286,412,14.714,993,35.5,969,34.6,0.9,0,172,6.1,510,18.2
Sacred Heart,242,29,1922,66.3,2017,69.6,-3.3,37.9,413,588,70.2,1565,42.9,0,0,34.1,344,11.862,449,15.483,958,33,975,33.6,-0.6,0,224,7.7,574,19.8
Saint Francis (PA),243,30,1957,65.2,2187,72.9,-7.7,30,419,576,72.7,1588,43.1,0,0,38.8,402,13.4,463,15.433,950,31.7,1038,34.6,-2.9,0,168,5.6,645,21.5
Saint Joseph's,244,33,2129,64.5,2301,69.7,-5.2,33.3,432,611,70.7,1795,41.5,0,0,36.7,412,12.485,363,11,1068,32.4,1207,36.6,-4.2,0,168,5.1,531,16.1
Saint Louis,245,31,1953,63,1933,62.4,0.6,38.7,353,538,65.6,1638,43.7,0,0,33.7,421,13.581,414,13.355,978,31.5,1024,33,-1.5,0,198,6.4,589,19
Saint Mary's (CA),246,33,2614,79.2,2182,66.1,13.1,75.8,492,644,76.4,1889,48.7,0,0,35.7,544,16.485,370,11.212,1146,34.7,1003,30.4,4.3,0,229,6.9,589,17.8
Saint Peter's,247,33,2026,61.4,1977,59.9,1.5,60.6,442,687,64.3,1724,40.4,0,0,30.5,374,11.333,497,15.061,1181,35.8,1196,36.2,-0.5,0,253,7.7,643,19.5
Sam Houston St.,248,31,2161,69.7,2049,66.1,3.6,58.1,438,663,66.1,1747,44,0,0,30.7,538,17.355,447,14.419,1156,37.3,1023,33,4.3,0,245,7.9,634,20.5
Samford,249,31,1880,60.6,2072,66.8,-6.2,38.7,351,520,67.5,1464,42.8,0,0,36.9,409,13.194,418,13.484,840,27.1,1121,36.2,-9.1,0,182,5.9,523,16.9
San Diego,250,30,1826,60.9,2114,70.5,-9.6,20,381,561,67.9,1519,42.2,0,0,33.3,338,11.267,440,14.667,871,29,1078,35.9,-6.9,0,155,5.2,589,19.6
San Diego St.,251,34,2454,72.2,2004,58.9,13.2,94.1,435,623,69.8,1946,46.7,0,0,30.9,461,13.559,376,11.059,1272,37.4,1043,30.7,6.7,0,212,6.2,506,14.9
San Francisco,252,31,2135,68.9,2159,69.6,-0.8,54.8,446,661,67.5,1699,43.8,0,0,31.9,383,12.355,446,14.387,1177,38,1090,35.2,2.8,0,160,5.2,600,19.4
San Jose St.,253,32,2317,72.4,2320,72.5,-0.1,53.1,560,740,75.7,1940,40.2,0,0,33.5,395,12.344,357,11.156,1203,37.6,1147,35.8,1.8,0,174,5.4,618,19.3
Santa Clara,254,33,2410,73,2337,70.8,2.2,57.6,616,850,72.5,1827,42.7,0,0,35.2,426,12.909,473,14.333,1173,35.5,1065,32.3,3.3,0,252,7.6,696,21.1
Savannah St.,255,30,1818,60.6,1808,60.3,0.3,40,372,563,66.1,1562,41,0,0,31.5,316,10.533,448,14.933,1001,33.4,1032,34.4,-1,0,217,7.2,572,19.1
Seattle U,256,31,2138,69,2352,75.9,-6.9,35.5,447,680,65.7,1897,40,0,0,34.4,358,11.548,541,17.452,1167,37.6,1158,37.4,0.3,0,259,8.4,678,21.9
Seton Hall,257,31,2092,67.5,2039,65.8,1.7,41.9,387,576,67.2,1838,41.3,0,0,31.4,422,13.613,381,12.29,1100,35.5,1160,37.4,-1.9,0,227,7.3,588,19
SFA,258,29,1926,66.4,1643,56.7,9.8,62.1,408,566,72.1,1536,45.8,0,0,28.4,424,14.621,404,13.931,1029,35.5,816,28.1,7.3,0,200,6.9,511,17.6
Siena,259,31,2103,67.8,2169,70,-2.1,41.9,419,617,67.9,1841,41.4,0,0,33.4,378,12.194,444,14.323,1183,38.2,1089,35.1,3,0,205,6.6,516,16.6
SIUE,260,29,1879,64.8,2248,77.5,-12.7,27.6,346,517,66.9,1583,42.2,0,0,33.8,386,13.31,489,16.862,895,30.9,1119,38.6,-7.7,0,167,5.8,589,20.3
SMU,261,31,2023,65.3,1906,61.5,3.8,54.8,360,477,75.5,1459,48.3,0,0,39.2,440,14.194,433,13.968,846,27.3,940,30.3,-3,0,195,6.3,504,16.3
South Ala.,262,28,1969,70.3,2041,72.9,-2.6,42.9,443,666,66.5,1618,42.3,0,0,37.8,341,12.179,396,14.143,1024,36.6,1021,36.5,0.1,0,196,7,506,18.1
South Carolina,263,30,2027,67.6,2070,69,-1.4,46.7,338,510,66.3,1878,39.5,0,0,35,327,10.9,402,13.4,1144,38.1,1139,38,0.2,0,208,6.9,562,18.7
South Carolina St.,264,32,2119,66.2,2276,71.1,-4.9,31.3,413,612,67.5,1780,42.9,0,0,33.8,385,12.031,521,16.281,1102,34.4,1065,33.3,1.2,0,193,6,655,20.5
South Dakota,265,33,2632,79.8,2507,76,3.8,54.5,502,751,66.8,2063,45.5,0,0,32.6,487,14.758,417,12.636,1268,38.4,1283,38.9,-0.5,0,221,6.7,577,17.5
South Dakota St.,266,31,2533,81.7,2285,73.7,8,61.3,489,672,72.8,1901,46.5,0,0,40.3,471,15.194,308,9.9355,1095,35.3,1076,34.7,0.6,0,189,6.1,567,18.3
South Fla.,267,33,2044,61.9,2196,66.5,-4.6,30.3,463,652,71,1710,41.6,0,0,34.4,407,12.333,496,15.03,1169,35.4,1079,32.7,2.7,0,162,4.9,632,19.2
Southeast Mo. St.,268,32,2117,66.2,2281,71.3,-5.1,31.3,492,794,62,1678,43.6,0,0,33.6,389,12.156,463,14.469,1112,34.8,1120,35,-0.3,0,146,4.6,677,21.2
Southeastern La.,269,29,2031,70,2003,69.1,1,51.7,440,610,72.1,1614,43.7,0,0,35.4,415,14.31,389,13.414,984,33.9,1009,34.8,-0.9,0,181,6.2,570,19.7
Southern California,270,33,2206,66.8,2072,62.8,4.1,57.6,407,623,65.3,1794,44.5,0,0,33.3,398,12.061,375,11.364,1122,34,1082,32.8,1.2,0,197,6,569,17.2
Southern Ill.,271,32,1953,61,2079,65,-3.9,40.6,430,621,69.2,1618,42.7,0,0,36.5,365,11.406,456,14.25,1059,33.1,1016,31.8,1.3,0,179,5.6,634,19.8
Southern Miss.,272,32,2371,74.1,2093,65.4,8.7,68.8,549,752,73,1821,45.3,0,0,35.6,380,11.875,379,11.844,1228,38.4,985,30.8,7.6,0,178,5.6,614,19.2
Southern U.,273,30,1701,56.7,2162,72.1,-15.4,13.3,328,550,59.6,1597,38.2,0,0,31.1,350,11.667,498,16.6,988,32.9,1211,40.4,-7.4,0,165,5.5,507,16.9
Southern Utah,274,30,2077,69.2,2192,73.1,-3.8,36.7,508,716,70.9,1572,46.8,0,0,37.4,423,14.1,479,15.967,1011,33.7,930,31,2.7,0,161,5.4,651,21.7
St. Bonaventure,275,30,2102,70.1,2100,70,0.1,53.3,492,701,70.2,1581,45.7,0,0,32.9,389,12.967,443,14.767,1082,36.1,991,33,3,0,149,5,539,18
St. Francis Brooklyn,276,30,2002,66.7,1990,66.3,0.4,50,447,675,66.2,1685,39.9,0,0,32.4,349,11.633,399,13.3,989,33,1114,37.1,-4.2,0,234,7.8,641,21.4
St. John's (NY),277,32,2242,70.1,2125,66.4,3.7,65.6,546,768,71.1,1715,45.5,0,0,36.6,408,12.75,398,12.438,1048,32.8,1046,32.7,0.1,0,256,8,604,18.9
Stanford,278,31,2058,66.4,2020,65.2,1.2,48.4,416,632,65.8,1676,43.1,0,0,36.4,360,11.613,416,13.419,1056,34.1,1007,32.5,1.6,0,149,4.8,572,18.5
Stetson,279,31,1986,64.1,2228,71.9,-7.8,25.8,420,677,62,1641,42.7,0,0,36.8,295,9.5161,501,16.161,1025,33.1,1081,34.9,-1.8,0,235,7.6,660,21.3
Stony Brook,280,32,1951,61,1934,60.4,0.5,46.9,372,565,65.8,1777,38.2,0,0,30.8,304,9.5,395,12.344,1168,36.5,1179,36.8,-0.3,0,172,5.4,569,17.8
Syracuse,281,33,2429,73.6,2090,63.3,10.3,78.8,445,675,65.9,1892,46.9,0,0,31.2,538,16.303,400,12.121,1249,37.8,1127,34.2,3.7,0,289,8.8,507,15.4
TCU,282,33,2220,67.3,2318,70.2,-3,33.3,364,540,67.4,1883,43.6,0,0,32.9,474,14.364,418,12.667,1084,32.8,1136,34.4,-1.6,0,208,6.3,634,19.2
Temple,283,32,2270,70.9,1989,62.2,8.8,78.1,437,630,69.4,1828,44.8,0,0,35.1,488,15.25,347,10.844,1155,36.1,1064,33.3,2.8,0,222,6.9,510,15.9
Tennessee,284,33,2331,70.6,2221,67.3,3.3,57.6,515,754,68.3,1898,43.3,0,0,33.2,433,13.121,436,13.212,1253,38,1116,33.8,4.2,0,246,7.5,649,19.7
Tennessee St.,285,30,2044,68.1,2040,68,0.1,46.7,476,625,76.2,1587,42.6,0,0,33.5,373,12.433,451,15.033,994,33.1,1009,33.6,-0.5,0,197,6.6,559,18.6
