Team1,Team2,Score1,Score2
Saint Mary's,Arizona,69,60
Middle Tennessee,Butler,74,65
Virginia,Florida,65,39
Xavier,Florida St.,66,91
Northwestern,Gonzaga,79,73
Saint Francis (PA),UMBC,87,79
Iowa St.,Purdue,80,76
Ole Miss,Syracuse,80,85
Wisconsin,Villanova,62,65
Notre Dame,West Virginia,83,71
