Team1,Team2,Score1,Score2
Texas A&M,UConn,92,66
Texas,Duke,74,69
Western Kentucky,Gonzaga,83,81
UNC,LSU,70,84
Memphis,Maryland,70,89
Oklahoma,Michigan,63,73
Washington,Purdue,76,74
Villanova,UCLA,69,89
Baylor,Virginia Tech,66,84
