Team1,Team2,Score1,Score2
Texas,Arizona,70,69
Michigan,Duke,73,71
Kent St.,Fairfield,68,72
Notre Dame,Florida St.,71,57
Ohio St.,George Mason,66,98
San Francisco,Hawaii,74,77
Kansas,Illinois,59,73
Syracuse,Marquette,66,62
Washington,UNC,86,83
VCU,Purdue,76,94
