Team1,Team2,Score1,Score2
Dayton,Cincinnati,66,81
Fairfield,Creighton,73,55
Kent St.,Illinois,75,58
Appalachian St.,Marshall,72,80
Louisiana Tech,Missouri St.,69,40
Pacific,Northern Colorado,59,63
Nevada,Rhode Island,85,83
College of Charleston,VCU,93,86
UConn,Virginia Tech,65,63
