Team1,Team2,Score1,Score2
UCLA,Alabama-Birmingham,75,92
Ohio St.,Arizona,73,58
UNC,Arkansas,78,87
Canisius,Bowling Green St.,59,82
Kentucky,Cincinnati,51,64
Utah,Georgetown,64,75
Xavier,Georgia St.,67,75
Alabama,Miami (FL),73,66
Villanova,North Carolina St.,71,68
Northern Arizona,Sacramento St.,73,78
Louisiana-Lafayette,Sam Houston St.,70,71
UT-Martin,South Carolina Upstate,49,60
