Team1,Team2,Score1,Score2
Gonzaga,Arizona,84,61
Creighton,Baylor,85,55
Illinois,Clemson,50,49
UNC,Iowa St.,85,83
Stanford,Kansas,57,60
Wichita St.,Kentucky,78,76
Virginia,Memphis,60,78
Tennessee,Mercer,63,83
Saint Mary's (CA),Minnesota,63,55
Southern Miss,Missouri,63,71
UCLA,Stephen F. Austin,60,77
