Team1,Team2,Score1,Score2
Colorado,Baylor,80,63
Ohio St.,Gonzaga,66,73
VCU,Indiana,63,61
Kentucky,Iowa St.,71,87
Syracuse,Kansas St.,59,75
New Mexico,Louisville,59,56
Murray St.,Marquette,62,53
Georgia St.,Mercer,64,59
Buffalo,Oakland,84,76
Drake,Rice,74,68
UMass,Seton Hall,67,77
Robert Morris,Toledo,51,69
Idaho,Utah St.,76,56
Wisconsin,Vanderbilt,57,60
