Team1,Team2,Score1,Score2
Purdue,Florida,74,67
Kentucky,Kansas,88,76
Nevada,Memphis,78,62
Wisconsin,UNLV,74,68
Winthrop,Oregon,75,61
Texas,USC,87,68
Virginia Tech,Southern Illinois,63,48
Virginia,Tennessee,77,74
