Team1,Team2,Score1,Score2
West Virginia,Duke,67,73
UNLV,Kansas,75,56
Wisconsin,Kansas St.,55,72
Akron,UMass,68,63
Pitt,Michigan St.,65,54
Washington St.,Notre Dame,41,61
Xavier,Purdue,78,85
UCLA,Texas A&M,49,51
