Team1,Team2,Score1,Score2
Illinois,UCF,68,58
UIC,Coastal Carolina,89,78
Cal St. Bakersfield,Texas-Arlington,76,80
Idaho,Texas St.,64,55
Utah Valley,Wyoming,74,68
