Team1,Team2,Score1,Score2
Duke,Creighton,50,66
Minnesota,Florida,78,64
San Diego St.,Florida Gulf Coast,81,71
Miami,Illinois,59,63
Temple,Indiana,58,52
Ohio St.,Iowa St.,75,78
UNC,Kansas,70,58
Ole Miss,La Salle,76,74
Kent St.,Loyola (MD),73,59
St. John's (NY),Virginia,68,50
