Team1,Team2,Score1,Score2
Hawaii,Maryland,73,60
Stephen F. Austin,Notre Dame,76,75
Florida,Ohio St.,66,74
VCU,Oklahoma,85,81
St. Joseph's,Oregon,69,64
Georgia,Saint Mary's (CA),77,65
Middle Tennessee,Syracuse,75,50
Iowa,Villanova,87,68
Wisconsin,Xavier,63,66
