Team1,Team2,Score1,Score2
Villanova,Arizona,78,82
Pitt,Bradley,72,66
Memphis,Bucknell,56,72
Kentucky,UConn,87,83
UNC,George Mason,65,60
Ohio St.,Georgetown,70,52
Texas,North Carolina St.,54,75
West Virginia,Northwestern St.,54,67
