Team1,Team2,Score1,Score2
Iowa St.,Alabama-Birmingham,60,59
Texas Southern,Arizona,93,72
Wofford,Arkansas,56,53
Georgia St.,Baylor,56,57
Texas,Butler,56,48
Georgetown,Eastern Washington,74,84
Kentucky,Hampton,56,79
UNC,Harvard,65,67
Villanova,Lafayette,52,93
North Carolina St.,LSU,65,66
Xavier,Ole Miss,57,76
Notre Dame,Northeastern,65,69
UT-Martin,Northwestern St.,79,104
UCLA,SMU,59,60
Utah,Stephen F. Austin,50,57
