Team1,Team2,Score1,Score2
Arkansas,University of California,75,64
Georgetown,Florida St.,101,90
Princeton,Fresno St.,72,56
Texas A&M,Illinois St.,62,55
Nebraska-Omaha,Murray St.,86,62
Radford,Old Dominion,82,59
Penn St.,Siena,54,52
LSU,SMU,80,67
