Team1,Team2,Score1,Score2
Florida St.,Cincinnati,62,56
UNC,Creighton,73,87
Northern Iowa,Drexel,65,63
Manhattan,Fairfield,69,57
Norfolk St.,Florida,84,50
North Carolina St.,Georgetown,63,66
Purdue,Kansas,63,60
Xavier,Lehigh,58,70
Saint Louis,Michigan St.,65,61
Bucknell,Nevada,75,67
South Florida,Ohio,62,56
South Carolina Upstate,Old Dominion,65,56
Iowa,Oregon,108,97
