Team1,Team2,Score1,Score2
Stanford,Alabama,70,67
Milwaukee,Boise St.,73,70
DePaul,UConn,72,55
Seton Hall,Duke,90,62
Nevada,Gonzaga,72,91
Wake Forest,Manhattan,80,84
Syracuse,Maryland,70,72
Texas,UNC,75,78
Texas Tech,St. Joseph's,70,65
Virginia,Villanova,73,63
