Team1,Team2,Score1,Score2
Florida,Albany,55,67
Wisconsin,American,35,75
Texas,Arizona St.,85,87
Oregon,BYU,68,87
Harvard,Cincinnati,57,61
Pitt,Colorado,48,77
Ohio St.,Dayton,60,59
Michigan St.,Delaware,78,93
Manhattan,Louisville,71,64
Wofford,Michigan,57,40
Villanova,Milwaukee,53,73
Western Michigan,Syracuse,77,53
