Team1,Team2,Score1,Score2
Kentucky,Alabama-Birmingham,76,75
Georgia Tech,Boston College,54,57
Illinois,Cincinnati,68,92
Pacific,Kansas,78,63
Oklahoma St.,Memphis,53,70
Xavier,Mississippi St.,74,89
Vanderbilt,North Carolina St.,73,75
Wisconsin,Pitt,59,55
