Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FTPG,FT%,FGA,FGPG,FG%,3FGA,3FGPG,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
SMU,261,30,1916,63.9,2141,71.4,-7.5,81.3,376,568,18.9,66.2,1600,53.3,42.1,571,19.0,33.6,0,387,12.9,487,16.233,1015,33.8,1080,36,-2.2,0,176,5.9,530,17.7
South Ala.,262,32,2417,75.5,2077,64.9,10.6,43.8,565,794,24.8,71.2,1726,53.9,47.5,587,18.3,36.5,0,501,15.656,444,13.875,1191,37.2,987,30.8,6.4,0,196,6.1,550,17.2
South Carolina,263,32,2314,72.3,2276,71.1,1.2,39.4,306,450,14.1,68,1993,62.3,44.1,692,21.6,36.4,0,421,13.156,337,10.531,1056,33,1236,38.6,-5.6,0,246,7.7,502,15.7
South Carolina St.,264,33,2331,70.6,2501,75.8,-5.2,27.6,438,725,22.0,60.4,1964,59.5,43.1,600,18.2,33.5,0,465,14.091,599,18.152,1317,39.9,1260,38.2,1.7,0,196,5.9,675,20.5
South Dakota St.,266,29,1904,65.7,2059,71,-5.3,38.7,414,586,20.2,70.6,1542,53.2,43.5,455,15.7,33,0,352,12.138,459,15.828,1010,34.8,925,31.9,2.9,0,127,4.4,600,20.7
South Fla.,267,31,2132,68.8,2135,68.9,-0.1,38.7,468,734,23.7,63.8,1705,55.0,43.9,503,16.2,33,0,470,15.161,420,13.548,1145,36.9,1093,35.3,1.7,0,166,5.4,551,17.8
Southeast Mo. St.,268,31,2374,76.6,2549,82.2,-5.6,56.7,494,745,24.0,66.3,1853,59.8,45.2,594,19.2,34.7,0,427,13.774,558,18,1178,38,1193,38.5,-0.5,0,262,8.5,679,21.9
Southeastern La.,269,30,2030,67.7,1872,62.4,5.3,65.6,420,634,21.1,66.2,1557,51.9,47.1,0,0.0,0,0,412,13.733,507,16.9,1083,36.1,963,32.1,4,0,196,6.5,549,18.3
Southern California,270,32,2210,69.1,2022,63.2,5.9,54.8,434,634,19.8,68.5,1660,51.9,48.1,464,14.5,38.4,0,397,12.406,471,14.719,1079,33.7,1062,33.2,0.5,0,182,5.7,506,15.8
Southern Ill.,271,31,1945,62.7,1853,59.8,3,57.6,447,626,20.2,71.4,1538,49.6,42.7,550,17.7,33.8,0,370,11.935,428,13.806,976,31.5,937,30.2,1.3,0,206,6.6,640,20.6
Southern Miss.,272,33,2388,72.4,2202,66.7,5.6,36.7,598,867,26.3,69,1833,55.5,45.3,0,0.0,0,0,380,11.515,425,12.879,1257,38.1,1044,31.6,6.5,0,182,5.5,665,20.2
Southern U.,273,30,1884,62.8,2005,66.8,-4,36.7,432,646,21.5,66.9,1570,52.3,40.6,497,16.6,35.4,0,314,10.467,473,15.767,1043,34.8,1112,37.1,-2.3,0,214,7.1,518,17.3
Southern Utah,274,30,2072,69.1,2194,73.1,-4.1,26.7,501,717,23.9,69.9,1565,52.2,46.5,0,0.0,0,0,463,15.433,491,16.367,986,32.9,902,30.1,2.8,0,201,6.7,607,20.2
St. Bonaventure,275,30,1992,66.4,2171,72.4,-6,24.1,424,564,18.8,75.2,1617,53.9,42.1,609,20.3,34.2,0,390,13,428,14.267,992,33.1,1041,34.7,-1.6,0,152,5.1,535,17.8
St. Francis Brooklyn,276,29,1953,67.3,2137,73.7,-6.3,36.7,357,562,19.4,63.5,1732,59.7,41,571,19.7,30.8,0,366,12.621,473,16.31,1063,36.7,1039,35.8,0.8,0,216,7.4,537,18.5
St. John's (NY),277,30,1864,62.1,1995,66.5,-4.4,78.8,377,569,19.0,66.3,1625,54.2,40.9,472,15.7,33.3,0,351,11.7,459,15.3,1033,34.4,1021,34,0.4,0,194,6.5,591,19.7
Stanford,278,33,2332,70.7,2000,60.6,10.1,50,514,739,22.4,69.6,1827,55.4,44.9,495,15.0,36,0,469,14.212,405,12.273,1282,38.8,1017,30.8,8,0,144,4.4,568,17.2
Stetson,279,32,2090,65.3,2184,68.3,-2.9,23.3,476,707,22.1,67.3,1728,54.0,40.9,615,19.2,32.5,0,281,8.7812,524,16.375,1101,34.4,1106,34.6,-0.2,0,228,7.1,624,19.5
Stony Brook,280,30,1837,61.2,1998,66.6,-5.4,59.4,362,528,17.6,68.6,1695,56.5,39.1,463,15.4,32.6,0,261,8.7,409,13.633,1046,34.9,1075,35.8,-1,0,214,7.1,609,20.3
Syracuse,281,32,2513,78.5,2367,74,4.6,46.7,530,793,24.8,66.8,1874,58.6,48.3,513,16.0,33.7,0,520,16.25,508,15.875,1272,39.8,1096,34.3,5.5,0,255,8,541,16.9
TCU,282,30,2037,67.9,2034,67.8,0.1,63.6,413,611,20.4,67.6,1744,58.1,40.2,629,21.0,35.3,0,377,12.567,430,14.333,1071,35.7,1054,35.1,0.6,0,275,9.2,580,19.3
Temple,283,33,2396,72.6,2263,68.6,4,87.9,464,626,19.0,74.1,1773,53.7,47.2,698,21.2,37.2,0,497,15.061,421,12.758,1079,32.7,1106,33.5,-0.8,0,207,6.3,589,17.8
Tennessee,284,33,2738,83,2312,70.1,12.9,46.9,506,771,23.4,65.6,2098,63.6,46.1,817,24.8,36.2,0,600,18.182,423,12.818,1257,38.1,1217,36.9,1.2,0,306,9.3,683,20.7
Tennessee St.,285,32,2404,75.1,2419,75.6,-0.5,40.6,416,617,19.3,67.4,1865,58.3,46.3,699,21.8,37.5,0,476,14.875,450,14.062,1043,32.6,1104,34.5,-1.9,0,303,9.5,668,20.9
Tennessee Tech,286,32,2410,75.3,2390,74.7,0.6,82.4,563,855,26.7,65.8,1836,57.4,45.5,544,17.0,32.5,0,448,14,534,16.688,1205,37.7,1096,34.3,3.4,0,280,8.8,600,18.8
Texas,287,34,2570,75.6,2194,64.5,11.1,70.6,454,659,19.4,68.9,2039,60.0,45.3,702,20.6,38.5,0,438,12.882,321,9.4412,1285,37.8,1200,35.3,2.5,0,211,6.2,555,16.3
Texas A&M,288,34,2432,71.5,2103,61.9,9.7,21.9,507,796,23.4,63.7,1848,54.4,46.6,562,16.5,35.8,0,456,13.412,434,12.765,1336,39.3,1094,32.2,7.1,0,154,4.5,581,17.1
Texas Southern,289,32,2010,62.8,2390,74.7,-11.9,44.8,364,560,17.5,65,1848,57.8,38.6,689,21.5,31.9,0,359,11.219,502,15.688,1034,32.3,1350,42.2,-9.9,0,227,7.1,576,18
Texas St.,290,29,2423,83.6,2459,84.8,-1.2,51.6,553,850,29.3,65.1,1963,67.7,41.6,659,22.7,35.8,0,453,15.621,524,18.069,1225,42.2,1205,41.6,0.7,0,265,9.1,809,27.9
Texas Tech,291,31,2166,69.9,2147,69.3,0.6,20,528,747,24.1,70.7,1623,52.4,45.5,428,13.8,37.4,0,390,12.581,448,14.452,966,31.2,1072,34.6,-3.4,0,197,6.4,563,18.2
The Citadel,292,30,1903,63.4,2228,74.3,-10.8,36.7,238,349,11.6,68.2,1680,56.0,41.1,740,24.7,38.2,0,356,11.867,372,12.4,869,29,1105,36.8,-7.9,0,179,6,487,16.2
Toledo,293,30,1794,59.8,2008,66.9,-7.1,41.9,393,581,19.4,67.6,1544,51.5,39.6,584,19.5,30.3,0,277,9.2333,476,15.867,896,29.9,1087,36.2,-6.4,0,271,9,517,17.2
Towson,294,31,2027,65.4,2133,68.8,-3.4,38.7,357,534,17.2,66.9,1778,57.4,40.8,669,21.6,32.9,0,441,14.226,365,11.774,1043,33.6,1159,37.4,-3.7,0,241,7.8,532,17.2
Troy,295,31,2365,76.3,2496,80.5,-4.2,53.1,444,614,19.8,72.3,1944,62.7,40.8,957,30.9,35,0,401,12.935,406,13.097,1049,33.8,1334,43,-9.2,0,261,8.4,512,16.5
Tulane,296,32,2102,65.7,2124,66.4,-0.7,60.6,506,716,22.4,70.7,1640,51.3,44.2,0,0.0,0,0,406,12.688,476,14.875,1075,33.6,1108,34.6,-1,0,214,6.7,595,18.6
Tulsa,297,33,2326,70.5,2153,65.2,5.2,68.8,482,657,19.9,73.4,1816,55.0,44.7,618,18.7,35.6,0,417,12.636,531,16.091,1248,37.8,1067,32.3,5.5,0,187,5.7,593,18
UAB,298,32,2372,74.1,2136,66.8,7.4,29,497,695,21.7,71.5,1783,55.7,45.7,643,20.1,38.1,0,448,14,456,14.25,1178,36.8,1094,34.2,2.6,0,185,5.8,597,18.7
UC Davis,299,31,1962,63.3,2215,71.5,-8.2,52.9,401,515,16.6,77.9,1510,48.7,44.2,636,20.5,35.4,0,404,13.032,477,15.387,819,26.4,1025,33.1,-6.6,0,188,6.1,530,17.1
UC Irvine,300,34,2311,68,2237,65.8,2.2,30,443,595,17.5,74.5,1792,52.7,45.6,626,18.4,37.1,0,416,12.235,438,12.882,1005,29.6,1061,31.2,-1.6,0,246,7.2,607,17.9
UC Riverside,301,30,1803,60.1,2029,67.6,-7.5,74.2,408,593,19.8,68.8,1500,50.0,42.3,0,0.0,0,0,331,11.033,484,16.133,971,32.4,904,30.1,2.2,0,216,7.2,561,18.7
UC Santa Barbara,302,31,2164,69.8,1980,63.9,5.9,51.6,436,581,18.7,75,1643,53.0,45.5,567,18.3,41.3,0,452,14.581,447,14.419,936,30.2,1035,33.4,-3.2,0,266,8.6,614,19.8
UCF,303,31,2269,73.2,2139,69,4.2,91.2,462,650,21.0,71.1,1746,56.3,45.1,636,20.5,36.3,0,469,15.129,433,13.968,1083,34.9,1052,33.9,1,0,237,7.6,621,20
UCLA,304,34,2519,74.1,2009,59.1,15,75,530,725,21.3,73.1,1889,55.6,47.8,537,15.8,34.5,0,493,14.5,420,12.353,1227,36.1,941,27.7,8.4,0,253,7.4,486,14.3
UConn,305,32,2487,77.7,2196,68.6,9.1,75,636,885,27.7,71.9,1822,56.9,46.3,459,14.3,35.9,0,474,14.812,436,13.625,1341,41.9,1141,35.7,6.3,0,184,5.8,490,15.3
UMBC,307,31,2321,74.9,2127,68.6,6.3,12.5,448,614,19.8,73,1824,58.8,45,593,19.1,39,0,478,15.419,295,9.5161,1065,34.4,1103,35.6,-1.2,0,186,6,512,16.5
UMES,308,32,1878,58.7,2394,74.8,-16.1,34.4,429,695,21.7,61.7,1840,57.5,35.6,0,0.0,0,0,267,8.3438,490,15.312,1125,35.2,1302,40.7,-5.5,0,235,7.3,621,19.4
UMKC,309,32,2198,68.7,2384,74.5,-5.8,71.9,481,651,20.3,73.9,1766,55.2,40.6,739,23.1,38.3,0,397,12.406,460,14.375,1006,31.4,1126,35.2,-3.8,0,218,6.8,696,21.8
UNC Asheville,310,32,2413,75.4,2234,69.8,5.6,61.3,465,683,21.3,68.1,1794,56.1,48.7,556,17.4,36,0,556,17.375,426,13.312,1174,36.7,1127,35.2,1.5,0,198,6.2,457,14.3
UNCG,311,31,2194,70.8,2061,66.5,4.3,60.6,448,665,21.5,67.4,1660,53.5,45.7,643,20.7,35.8,0,443,14.29,438,14.129,1058,34.1,1046,33.7,0.4,0,205,6.6,500,16.1
UNCW,312,33,2397,72.6,2356,71.4,1.2,56.3,446,590,17.9,75.6,1817,55.1,47.4,632,19.2,36.2,0,466,14.121,506,15.333,1167,35.4,1064,32.2,3.1,0,205,6.2,595,18
UNI,313,32,1996,62.4,1931,60.3,2,78.8,479,654,20.4,73.2,1506,47.1,44.5,529,16.5,33.5,0,374,11.688,379,11.844,1038,32.4,1003,31.3,1.1,0,130,4.1,582,18.2
UNLV,314,33,2313,70.1,2048,62.1,8,23.3,454,610,18.5,74.4,1897,57.5,42.3,756,22.9,33.5,0,488,14.788,349,10.576,1147,34.8,1200,36.4,-1.6,0,261,7.9,569,17.2
USC Upstate,315,30,1895,63.2,2132,71.1,-7.9,65.6,378,608,20.3,62.2,1632,54.4,40.4,600,20.0,32.8,0,390,13,475,15.833,985,32.8,1156,38.5,-5.7,0,231,7.7,564,18.8
UT Arlington,316,32,2359,73.7,2187,68.3,5.4,51.5,474,720,22.5,65.8,1765,55.2,47.8,564,17.6,34.9,0,451,14.094,551,17.219,1220,38.1,1109,34.7,3.5,0,213,6.7,626,19.6
UT Martin,317,33,2560,77.6,2551,77.3,0.3,54.8,467,677,20.5,69,2031,61.5,43.9,897,27.2,34.4,0,461,13.97,457,13.848,1227,37.2,1217,36.9,0.3,0,237,7.2,560,17
Utah,318,31,2121,68.4,1966,63.4,5,70.6,356,473,15.3,75.3,1602,51.7,47.9,575,18.5,39.8,0,463,14.935,397,12.806,997,32.2,900,29,3.1,0,178,5.7,585,18.9
Utah St.,319,34,2528,74.4,2324,68.4,6,59.4,523,660,19.4,79.2,1748,51.4,51.5,503,14.8,40.4,0,607,17.853,475,13.971,1104,32.5,977,28.7,3.7,0,179,5.3,577,17
UTEP,321,32,2458,76.8,2334,72.9,3.9,58.1,487,682,21.3,71.4,1911,59.7,43.6,638,19.9,32.9,0,431,13.469,429,13.406,1177,36.8,1208,37.8,-1,0,247,7.7,751,23.5
UTRGV,322,31,2285,73.7,2193,70.7,3,43.3,424,644,20.8,65.8,1659,53.5,46.8,619,20.0,39.7,0,526,16.968,405,13.065,926,29.9,1029,33.2,-3.3,0,184,5.9,554,17.9
UTSA,323,30,1903,63.4,2013,67.1,-3.7,61.8,443,656,21.9,67.5,1562,52.1,41.2,569,19.0,33.6,0,338,11.267,468,15.6,853,28.4,1023,34.1,-5.7,0,262,8.7,600,20
Valparaiso,324,34,2419,71.1,2282,67.1,4,78.8,554,753,22.1,73.6,1842,54.2,45.1,808,23.8,39.1,0,476,14,447,13.147,1151,33.9,1145,33.7,0.2,0,163,4.8,625,18.4
Vanderbilt,325,33,2659,80.6,2454,74.4,6.2,77.4,448,664,20.1,67.5,1934,58.6,46.7,740,22.4,40.4,0,594,18,478,14.485,1166,35.3,1194,36.2,-0.8,0,198,6,603,18.3
VCU,326,31,2080,67.1,1801,58.1,9,51.6,450,657,21.2,68.5,1645,53.1,43.6,529,17.1,37.4,0,390,12.581,413,13.323,1123,36.2,1058,34.1,2.1,0,249,8,568,18.3
Vermont,327,31,2241,72.3,2173,70.1,2.2,62.5,515,712,23.0,72.3,1760,56.8,45.9,498,16.1,35.5,0,453,14.613,466,15.032,1137,36.7,1071,34.5,2.1,0,186,6,622,20.1
Villanova,328,32,2331,72.8,2218,69.3,3.5,50,470,656,20.5,71.6,1854,57.9,42.9,660,20.6,34.2,0,438,13.688,455,14.219,1154,36.1,1069,33.4,2.7,0,259,8.1,667,20.8
Virginia,329,30,2304,76.8,2234,74.5,2.3,59.4,483,707,23.6,68.3,1839,61.3,43.1,677,22.6,36.6,0,403,13.433,423,14.1,1187,39.6,1025,34.2,5.4,0,178,5.9,592,19.7
Virginia Tech,330,32,2215,69.2,2073,64.8,4.4,48.3,423,611,19.1,69.2,1807,56.5,43.3,507,15.8,32.7,0,419,13.094,481,15.031,1207,37.7,1057,33,4.7,0,231,7.2,619,19.3
VMI,331,29,2649,91.3,2530,87.2,4.1,74.2,401,669,23.1,59.9,2125,73.3,44.5,1045,36.0,32.2,0,518,17.862,463,15.966,1116,38.5,1252,43.2,-4.7,0,369,12.7,521,18
Wagner,332,31,2217,71.5,2198,70.9,0.6,56.7,409,615,19.8,66.5,1846,59.5,44.4,568,18.3,31.3,0,442,14.258,487,15.71,1265,40.8,1109,35.8,5,0,202,6.5,578,18.6
Wake Forest,333,30,2166,72.2,2081,69.4,2.8,50,392,664,22.1,59,1811,60.4,43.3,598,19.9,31.6,0,357,11.9,432,14.4,1104,36.8,1122,37.4,-0.6,0,242,8.1,571,19
Washington,334,32,2345,73.3,2266,70.8,2.5,75,454,619,19.3,73.3,1951,61.0,45.3,528,16.5,35.4,0,444,13.875,446,13.938,1221,38.2,1023,32,6.2,0,202,6.3,661,20.7
Washington St.,335,32,2146,67.1,1826,57.1,10,53.3,487,654,20.4,74.5,1556,48.6,47.8,535,16.7,38.1,0,439,13.719,331,10.344,935,29.2,932,29.1,0.1,0,200,6.3,490,15.3
Weber St.,336,30,1993,66.4,1970,65.7,0.8,70.6,494,724,24.1,68.2,1438,47.9,45.6,517,17.2,37.5,0,360,12,471,15.7,964,32.1,876,29.2,2.9,0,157,5.2,585,19.5
West Virginia,337,34,2546,74.9,2141,63,11.9,32.3,288,432,12.7,66.7,1986,58.4,45.4,702,20.6,35.3,0,527,15.5,379,11.147,1220,35.9,1154,33.9,1.9,0,245,7.2,646,19
Western Caro.,338,31,1979,63.8,2140,69,-5.2,40,478,684,22.1,69.9,1811,58.4,40.1,682,22.0,34.8,0,367,11.839,457,14.742,1082,34.9,1066,34.4,0.5,0,224,7.2,643,20.7
Western Ill.,339,30,2016,67.2,2148,71.6,-4.4,81.8,481,689,23.0,69.8,1635,54.5,42.1,454,15.1,35.7,0,349,11.633,418,13.933,1019,34,1033,34.4,-0.5,0,183,6.1,657,21.9
Western Ky.,340,33,2534,76.8,2153,65.2,11.5,62.5,591,785,23.8,75.3,1914,58.0,47.3,619,18.8,38.9,0,417,12.636,467,14.152,1154,35,1046,31.7,3.3,0,259,7.8,696,21.1
Western Mich.,341,32,2231,69.7,2080,65,4.7,35.5,407,603,18.8,67.5,1650,51.6,42.9,621,19.4,36.1,0,349,10.906,466,14.562,1140,35.6,982,30.7,4.9,0,162,5.1,685,21.4
Wichita St.,342,31,1939,62.5,1995,64.4,-1.8,51.5,372,535,17.3,69.5,1621,52.3,41.7,585,18.9,30.8,0,387,12.484,441,14.226,1127,36.4,935,30.2,6.2,0,157,5.1,579,18.7
William & Mary,343,33,2059,62.4,2073,62.8,-0.4,40,371,594,18.0,62.5,1714,51.9,41.7,755,22.9,34,0,441,13.364,438,13.273,1045,31.7,1133,34.3,-2.7,0,198,6,542,16.4
Winston-Salem,353,30,1876,62.5,2028,67.6,-5.1,66.7,396,665,22.2,59.5,1707,56.9,39.4,548,18.3,29.4,0,317,10.567,488,16.267,1056,35.2,1154,38.5,-3.3,0,249,8.3,534,17.8
Winthrop,344,33,2165,65.6,1919,58.2,7.5,87.9,480,677,20.5,70.9,1762,53.4,44.2,567,17.2,37.2,0,428,12.97,432,13.091,1174,35.6,1054,31.9,3.6,0,279,8.5,578,17.5
Wisconsin,345,33,2222,67.3,1774,53.8,13.6,50,435,663,20.1,65.6,1721,52.2,45,535,16.2,35.9,0,423,12.818,399,12.091,1185,35.9,997,30.2,5.7,0,208,6.3,475,14.4
Wofford,346,32,2147,67.1,2136,66.8,0.3,67.7,363,537,16.8,67.6,1686,52.7,44.1,598,18.7,37.8,0,404,12.625,402,12.562,1109,34.7,1035,32.3,2.3,0,183,5.7,579,18.1
Wright St.,347,31,1944,62.7,1871,60.4,2.4,40,514,711,22.9,72.3,1524,49.2,45,539,17.4,38.8,0,368,11.871,389,12.548,1000,32.3,966,31.2,1.1,0,156,5,500,16.1
Wyoming,348,30,2071,69,2171,72.4,-3.3,81.8,550,733,24.4,75,1568,52.3,44.1,551,18.4,31.8,0,409,13.633,517,17.233,1076,35.9,1057,35.2,0.6,0,164,5.5,558,18.6
Xavier,349,33,2486,75.3,2057,62.3,13,46.4,385,552,16.7,69.7,1759,53.3,47.8,653,19.8,39.2,0,513,15.545,438,13.273,1190,36.1,988,29.9,6.1,0,184,5.6,574,17.4
Yale,350,28,1918,68.5,1939,69.3,-0.8,30,362,571,20.4,63.4,1494,53.4,45.2,532,19.0,34.4,0,385,13.75,416,14.857,904,32.3,890,31.8,0.5,0,231,8.3,550,19.6
Youngstown St.,351,30,1944,64.8,2100,70,-5.2,0,0,0,0.0,0,1643,54.8,43.1,499,16.6,33.3,0,389,12.967,434,14.467,994,33.1,1074,35.8,-2.7,0,195,6.5,559,18.6
