Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FTPG,FT%,FGA,FGPG,FG%,3FGA,3FGPG,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
South Fla.,267,30,1861,62,2185,72.8,-10.8,40,477,721,15.9,66.2,1571,52.4,42,0,0.0,0,0,348,11.6,506,16.867,1090,36.3,1013,33.8,2.6,0,184,6.1,545,18.2
Southeast Mo. St.,268,30,1970,65.7,2009,67,-1.3,35.5,441,698,14.7,63.2,1513,50.4,44.7,765,25.5,33.2,0,437,14.567,528,17.6,1029,33.2,1147,37,-3.8,0,249,8,522,17.4
Southeastern La.,269,31,2153,69.5,2383,76.9,-7.4,53.3,326,459,10.5,71,1741,56.2,41.9,621,20.0,34.5,0,401,12.935,376,12.129,925,30.8,1059,35.3,-4.5,0,195,6.5,602,19.4
Southern California,270,30,2050,68.3,2068,68.9,-0.6,67.6,500,707,16.7,70.7,1707,56.9,44.2,476,15.9,40.3,0,418,13.933,500,16.667,1156,34,1171,34.4,-0.4,0,187,5.5,524,17.5
Southern Ill.,271,34,2428,71.4,2211,65,6.4,81.8,472,681,13.9,69.3,1818,53.5,47.7,554,16.3,36.8,0,436,12.824,462,13.588,987,29.9,932,28.2,1.7,0,217,6.6,607,17.9
Southern Miss.,272,33,2084,63.2,1863,56.5,6.7,64.5,538,811,16.3,66.3,1561,47.3,45.1,0,0.0,0,0,383,11.606,448,13.576,1196,38.6,972,31.4,7.2,0,214,6.9,667,20.2
Southern U.,273,31,2149,69.3,1933,62.4,7,32.3,393,610,12.7,64.4,1686,54.4,43.4,516,16.6,32.6,0,342,11.032,573,18.484,1073,34.6,1171,37.8,-3.2,0,249,8,618,19.9
Southern Utah,274,31,1839,59.3,2077,67,-7.7,53.3,357,530,11.5,67.4,1643,53.0,38.9,462,14.9,38.3,0,297,9.5806,421,13.581,935,31.2,954,31.8,-0.6,0,155,5.2,572,18.5
St. Bonaventure,275,30,2014,67.1,1975,65.8,1.3,24.1,430,644,14.3,66.8,1558,51.9,47.5,568,18.9,33.6,0,395,13.167,434,14.467,972,33.5,1074,37,-3.5,0,152,5.2,523,17.4
St. Francis Brooklyn,276,29,1957,67.5,2261,78,-10.5,29,397,640,13.7,62,1621,55.9,41.2,0,0.0,0,0,373,12.862,553,19.069,1144,36.9,1022,33,3.9,0,227,7.3,514,17.7
St. John's (NY),277,31,1955,63.1,2140,69,-6,51.6,412,570,13.3,72.3,1735,56.0,41.2,628,20.3,34.2,0,323,10.419,440,14.194,1054,34,1119,36.1,-2.1,0,175,5.6,631,20.4
Stanford,278,31,1979,63.8,2008,64.8,-0.9,60,413,598,13.3,69.1,1652,53.3,40.9,487,15.7,35.1,0,419,13.516,438,14.129,1156,38.5,983,32.8,5.8,0,142,4.7,532,17.2
Stetson,279,30,2098,69.9,2003,66.8,3.2,35.5,479,653,16.0,73.4,1687,56.2,44.9,585,19.5,33.3,0,450,15,494,16.467,966,31.2,1041,33.6,-2.4,0,239,7.7,549,18.3
Stony Brook,280,31,2056,66.3,2245,72.4,-6.1,31,369,553,11.9,66.7,1667,53.8,41.5,0,0.0,0,0,329,10.613,419,13.516,982,33.9,962,33.2,0.7,0,214,7.4,647,20.9
Syracuse,281,32,1737,59.9,1866,64.3,-4.4,68.8,549,792,17.2,69.3,1568,49.0,39.7,639,20.0,37.1,0,477,14.906,483,15.094,1287,40.2,1261,39.4,0.8,0,271,8.5,605,20.9
TCU,282,30,2416,75.5,2169,67.8,7.7,43.3,414,688,13.8,60.2,1843,61.4,44.2,537,17.9,33.1,0,377,12.567,512,17.067,1017,33.9,1018,33.9,0,0,204,6.8,558,17.4
Temple,283,29,1892,63.1,2003,66.8,-3.7,41.4,433,609,14.9,71.1,1574,54.3,41.3,639,22.0,36.6,0,425,14.655,368,12.69,938,32.3,1070,36.9,-4.6,0,221,7.6,602,20.1
Tennessee,284,32,2189,75.5,2156,74.3,1.1,68.8,491,751,15.3,65.4,1652,51.6,46.1,812,25.4,35.2,0,495,15.469,467,14.594,1138,35.6,1205,37.7,-2.1,0,314,9.8,557,19.2
Tennessee St.,285,32,2549,79.7,2382,74.4,5.2,37.5,430,642,13.4,67,2000,62.5,44.3,693,21.7,31.9,0,372,11.625,444,13.875,1152,36,1124,35.1,0.9,0,192,6,635,19.8
Tennessee Tech,286,32,2065,64.5,2222,69.4,-4.9,59.4,571,855,17.8,66.8,1803,56.3,39.2,598,18.7,33.9,0,431,13.469,496,15.5,1229,38.4,1127,35.2,3.2,0,216,6.8,657,20.5
Texas,287,33,2404,75.1,2295,71.7,3.4,72.7,588,808,17.8,72.8,1797,54.5,45.4,748,22.7,39.7,0,458,13.879,405,12.273,1326,40.2,1237,37.5,2.7,0,251,7.6,660,20.6
Texas A&M,288,31,2713,82.2,2374,71.9,10.3,80.6,490,677,15.8,72.4,2049,66.1,44.6,479,15.5,42.2,0,558,18,388,12.516,1108,35.7,957,30.9,4.9,0,210,6.8,570,17.3
Texas Southern,289,31,2366,76.3,1835,59.2,17.1,45.2,515,813,16.6,63.3,1672,53.9,50.1,0,0.0,0,0,339,10.935,588,18.968,1228,39.6,1111,35.8,3.8,0,220,7.1,607,19.6
Texas St.,290,29,2017,65.1,2207,71.2,-6.1,31,535,781,18.4,68.5,1706,58.8,41.3,673,23.2,36.3,0,402,13.862,559,19.276,1027,35.4,1167,40.2,-4.8,0,256,8.8,647,20.9
Texas Tech,291,33,2249,77.6,2478,85.4,-7.9,63.6,537,728,16.3,73.8,1807,54.8,40.7,488,14.8,41.2,0,441,13.364,390,11.818,1015,30.8,1164,35.3,-4.5,0,227,6.9,577,17.5
The Citadel,292,30,2362,71.6,2265,68.6,2.9,23.3,297,469,9.9,63.3,1793,59.8,45.3,595,19.8,31.4,0,346,11.533,441,14.7,903,30.1,980,32.7,-2.6,0,206,6.9,517,17.2
Toledo,293,31,1758,58.6,2041,68,-9.4,61.3,390,581,12.6,67.1,1548,49.9,41.1,638,20.6,32,0,389,12.548,439,14.161,928,29.9,1063,34.3,-4.4,0,292,9.4,604,19.5
Towson,294,32,2146,69.2,2102,67.8,1.4,46.9,454,617,14.2,73.6,1722,53.8,45.1,603,18.8,31.3,0,472,14.75,408,12.75,1033,32.3,1080,33.8,-1.5,0,217,6.8,568,17.8
Troy,295,30,2175,68,2173,67.9,0.1,43.3,364,506,12.1,71.9,1712,57.1,44.7,784,26.1,35.6,0,374,12.467,374,12.467,1043,34.8,1183,39.4,-4.7,0,239,8,466,15.5
Tulane,296,30,2223,74.1,2278,75.9,-1.8,56.7,497,741,16.6,67.1,1847,61.6,42.8,0,0.0,0,0,443,14.767,455,15.167,1135,37.8,1115,37.2,0.7,0,212,7.1,610,20.3
Tulsa,297,31,2076,69.2,2041,68,1.2,64.5,499,705,16.1,70.8,1614,52.1,44.7,582,18.8,35.9,0,411,13.258,505,16.29,1230,39.7,1007,32.5,7.2,0,184,5.9,625,20.2
UAB,298,31,2120,68.4,1932,62.3,6.1,48.4,433,711,14.0,60.9,1675,54.0,42.1,612,19.7,33.3,0,348,11.226,428,13.806,1095,35.3,1105,35.6,-0.3,0,207,6.7,523,16.9
UC Davis,299,28,2051,66.2,2016,65,1.1,17.9,422,584,15.1,72.3,1663,59.4,42.5,574,20.5,30.8,0,340,12.143,502,17.929,878,31.4,1047,37.4,-6,0,176,6.3,618,22.1
UC Irvine,300,33,1867,66.7,2219,79.3,-12.6,45.5,472,652,14.3,72.4,1535,46.5,41.3,561,17.0,36,0,430,13.03,538,16.303,1168,35.4,1061,32.2,3.2,0,144,4.4,603,18.3
UC Riverside,301,31,2186,66.2,2210,67,-0.7,22.6,312,454,10.1,68.7,1673,54.0,45.2,665,21.5,32.9,0,365,11.774,424,13.677,998,32.2,1185,38.2,-6,0,240,7.7,563,18.2
UC Santa Barbara,302,29,1991,64.2,2249,72.5,-8.3,62.1,425,586,14.7,72.5,1832,63.2,39.8,497,17.1,37,0,402,13.862,402,13.862,1005,34.7,982,33.9,0.8,0,180,6.2,472,16.3
UCF,303,31,2065,71.2,1955,67.4,3.8,71,495,684,16.0,72.4,1550,50.0,47,606,19.5,39.4,0,467,15.065,483,15.581,1078,34.8,975,31.5,3.3,0,237,7.6,607,19.6
UCLA,304,31,2258,72.8,2020,65.2,7.7,83.9,358,553,11.5,64.7,1621,52.3,47,580,18.7,37.1,0,457,14.742,378,12.194,1021,32.9,932,30.1,2.9,0,235,7.6,500,16.1
UConn,305,31,2247,72.5,1880,60.6,11.8,54.8,514,818,16.6,62.8,1730,55.8,48.4,0,0.0,0,0,400,12.903,466,15.032,1311,42.3,1106,35.7,6.6,0,240,7.7,544,17.5
UMBC,307,31,2181,70.4,1938,62.5,7.8,38.7,326,445,10.5,73.3,1797,58.0,42.3,507,16.4,32.5,0,381,12.29,395,12.742,962,31,1042,33.6,-2.6,0,164,5.3,513,16.5
UMES,308,31,1875,60.5,2016,65,-4.5,12.9,365,579,11.8,63,1637,52.8,42.3,555,17.9,30.8,0,287,9.2581,483,15.581,981,31.6,1222,39.4,-7.8,0,205,6.6,578,18.6
UMKC,309,32,1880,60.6,2278,73.5,-12.8,37.5,413,558,12.9,74,1734,54.2,38.8,745,23.3,35.8,0,372,11.625,371,11.594,1029,32.2,1181,36.9,-4.8,0,206,6.4,585,18.3
UNC Asheville,310,31,2290,71.6,2397,74.9,-3.3,38.7,428,627,13.8,68.3,1895,61.1,42.5,488,15.7,34,0,438,14.129,516,16.645,1122,36.2,1150,37.1,-0.9,0,231,7.5,532,17.2
UNCG,311,30,2148,69.3,2277,73.5,-4.2,53.3,465,705,15.5,66,1782,59.4,43.6,639,21.3,33.8,0,367,12.233,465,15.5,1072,35.7,1097,36.6,-0.8,0,233,7.8,537,17.9
UNCW,312,29,2083,69.4,2055,68.5,0.9,24.1,315,453,10.9,69.5,1644,56.7,42.6,621,21.4,31.2,0,419,14.448,449,15.483,1027,35.4,966,33.3,2.1,0,154,5.3,608,21
UNI,313,31,1871,64.5,2057,70.9,-6.4,58.1,436,620,14.1,70.3,1629,52.5,41.8,555,17.9,36.4,0,414,13.355,386,12.452,1048,33.8,952,30.7,3.1,0,132,4.3,511,16.5
UNLV,314,34,2040,65.8,1947,62.8,3,82.4,481,674,14.1,71.4,1554,45.7,45.1,719,21.1,36.4,0,508,14.941,384,11.294,1178,34.6,1196,35.2,-0.5,0,273,8,607,17.9
UT Arlington,316,30,2559,75.3,2263,66.6,8.7,43.3,454,666,15.1,68.2,2016,67.2,45,528,17.6,33.5,0,427,14.233,529,17.633,1095,36.5,1053,35.1,1.4,0,193,6.4,576,19.2
UT Martin,317,31,2225,74.2,2292,76.4,-2.2,25.8,468,701,15.1,66.8,1709,55.1,46.6,528,17.0,31.3,0,393,12.677,510,16.452,1067,34.4,1030,33.2,1.2,0,210,6.8,570,18.4
Utah,318,30,1957,63.1,2166,69.9,-6.7,36.7,432,584,14.4,74,1611,53.7,41.1,524,17.5,41.4,0,415,13.833,437,14.567,897,29.9,803,26.8,3.1,0,141,4.7,553,18.4
Utah St.,319,34,2075,69.2,2165,72.2,-3,67.6,487,625,14.3,77.9,1470,43.2,48.5,535,15.7,37.2,0,489,14.382,476,14,1114,32.8,1057,31.1,1.7,0,217,6.4,577,17
UTEP,321,31,2408,70.8,2280,67.1,3.8,45.2,558,833,18.0,67,1839,59.3,46.8,627,20.2,33.2,0,474,15.29,497,16.032,1199,38.7,1180,38.1,0.6,0,259,8.4,730,23.5
UTRGV,322,29,2344,75.6,2219,71.6,4,48.3,436,602,15.0,72.4,1866,64.3,42.3,586,20.2,37.5,0,452,15.586,441,15.207,882,30.4,890,30.7,-0.3,0,194,6.7,565,19.5
UTSA,323,29,1984,68.4,1937,66.8,1.6,24.1,353,599,12.2,58.9,1448,49.9,45.9,0,0.0,0,0,319,11,498,17.172,903,31.1,1013,34.9,-3.8,0,211,7.3,632,21.8
Valparaiso,324,31,1656,57.1,1924,66.3,-9.2,51.6,389,529,12.5,73.5,1474,47.5,40.4,600,19.4,38.8,0,416,13.419,495,15.968,1004,32.4,984,31.7,0.6,0,160,5.2,616,19.9
Vanderbilt,325,31,2056,66.3,2035,65.6,0.7,64.5,428,589,13.8,72.7,1558,50.3,46,758,24.5,37.7,0,526,16.968,389,12.548,1040,33.5,1109,35.8,-2.2,0,234,7.5,529,17.1
VCU,326,33,2374,76.6,2203,71.1,5.5,81.8,548,756,16.6,72.5,1809,54.8,45.9,570,17.3,40,0,448,13.576,376,11.394,1100,33.3,1038,31.5,1.9,0,246,7.5,595,18
Vermont,327,32,2468,74.8,2137,64.8,10,78.1,506,754,15.8,67.1,1839,57.5,46,472,14.8,36.2,0,428,13.375,509,15.906,1307,40.8,994,31.1,9.8,0,169,5.3,576,18
Villanova,328,32,2253,70.4,2079,65,5.4,68.8,579,741,18.1,78.1,1745,54.5,45.2,683,21.3,35.3,0,411,12.844,442,13.812,1166,36.4,1009,31.5,4.9,0,262,8.2,623,19.5
Virginia,329,30,2334,72.9,2065,64.5,8.4,66.7,536,730,17.9,73.4,1772,59.1,42.7,663,22.1,36.3,0,391,13.033,417,13.9,1178,39.3,1040,34.7,4.6,0,141,4.7,604,20.1
Virginia Tech,330,32,2305,76.8,2133,71.1,5.7,65.6,467,703,14.6,66.4,1756,54.9,43.5,0,0.0,0,0,435,13.594,351,10.969,1080,33.8,1084,33.9,-0.1,0,271,8.5,585,18.3
VMI,331,33,2326,72.7,2066,64.6,8.1,42.4,537,815,16.3,65.9,1806,54.7,47.2,1383,41.9,32,0,681,20.636,549,16.636,1262,38.2,1600,48.5,-10.2,0,490,14.8,751,22.8
Wagner,332,30,3331,100.9,3240,98.2,2.8,36.7,414,633,13.8,65.4,2696,89.9,43.6,667,22.2,34.5,0,393,13.1,438,14.6,1075,35.8,1088,36.3,-0.4,0,199,6.6,570,19
Wake Forest,333,31,2132,71.1,2232,74.4,-3.3,48.4,513,810,16.5,63.3,1716,55.4,43.4,556,17.9,36.9,0,414,13.355,502,16.194,1094,35.3,1089,35.1,0.2,0,199,6.4,631,20.4
Washington,334,32,2288,73.8,2369,76.4,-2.6,59.4,460,635,14.4,72.4,1726,53.9,45.5,514,16.1,36.8,0,486,15.188,500,15.625,1225,38.3,938,29.3,9,0,175,5.5,618,19.3
Washington St.,335,32,2449,76.5,2336,73,3.5,78.1,401,564,12.5,71.1,1930,60.3,46.6,495,15.5,37.2,0,444,13.875,330,10.312,971,30.3,1046,32.7,-2.3,0,213,6.7,517,16.2
Weber St.,336,31,2129,66.5,1892,59.1,7.4,64.5,527,785,17.0,67.1,1660,53.5,46.5,450,14.5,39.8,0,429,13.839,498,16.065,1025,33.1,987,31.8,1.2,0,207,6.7,598,19.3
West Virginia,337,31,2224,71.7,2144,69.2,2.6,71,349,485,11.3,72,1541,49.7,49.3,874,28.2,36.7,0,541,17.452,350,11.29,937,30.2,1052,33.9,-3.7,0,267,8.6,478,15.4
Western Caro.,338,31,2234,72.1,1917,61.8,10.2,35.5,396,580,12.8,68.3,1726,55.7,45.3,699,22.5,32.3,0,408,13.161,425,13.71,1059,34.2,1113,35.9,-1.7,0,260,8.4,664,21.4
Western Ill.,339,30,2180,70.3,2281,73.6,-3.3,23.3,417,622,13.9,67,1854,61.8,42,521,17.4,30.9,0,327,10.9,441,14.7,958,31.9,1037,34.6,-2.6,0,203,6.8,565,18.8
Western Ky.,340,33,1872,62.4,2114,70.5,-8.1,66.7,499,688,15.1,72.5,1567,47.5,41.3,651,19.7,40.4,0,447,13.545,495,15,1095,33.2,1050,31.8,1.4,0,228,6.9,694,21
Western Mich.,341,32,2580,78.2,2386,72.3,5.9,50,568,788,17.8,72.1,1887,59.0,48.2,606,18.9,38.4,0,376,11.75,494,15.438,1102,34.4,1025,32,2.4,0,198,6.2,644,20.1
Wichita St.,342,31,2287,71.5,2254,70.4,1,54.8,419,589,13.5,71.1,1681,54.2,44.2,599,19.3,36.6,0,463,14.935,373,12.032,1035,33.4,964,31.1,2.3,0,188,6.1,559,18
William & Mary,343,30,2128,68.6,1988,64.1,4.5,50,384,554,12.8,69.3,1623,54.1,45.9,624,20.8,32.1,0,381,12.7,423,14.1,963,32.1,964,32.1,0,0,160,5.3,512,17.1
Winston-Salem,353,29,1906,63.5,1926,64.2,-0.7,17.2,338,540,11.7,62.6,1516,52.3,43.6,620,21.4,30.3,0,314,10.828,491,16.931,910,31.4,1154,39.8,-8.4,0,232,8,636,21.9
Winthrop,344,32,2410,75.3,1949,60.9,14.4,87.5,406,648,12.7,62.7,1812,56.6,48.1,721,22.5,36.3,0,534,16.688,417,13.031,1198,37.4,981,30.7,6.8,0,259,8.1,554,17.3
Wisconsin,345,34,2383,70.1,1946,57.2,12.9,85.3,537,791,15.8,67.9,1780,52.4,46.3,556,16.4,35.6,0,467,13.735,389,11.441,1193,35.1,1027,30.2,4.9,0,193,5.7,509,15
Wofford,346,30,2129,71,2256,75.2,-4.2,33.3,360,489,12.0,73.6,1735,57.8,42.4,816,27.2,36.4,0,392,13.067,365,12.167,940,31.3,1153,38.4,-7.1,0,185,6.2,533,17.8
Wright St.,347,32,2067,64.6,1972,61.6,3,71.9,406,552,12.7,73.6,1681,52.5,44.2,499,15.6,35.1,0,390,12.188,392,12.25,1030,32.2,1038,32.4,-0.3,0,187,5.8,559,17.5
Wyoming,348,32,2366,73.9,2394,74.8,-0.9,53.1,578,800,18.1,72.3,1749,54.7,46.2,515,16.1,33.4,0,367,11.469,474,14.812,1099,34.3,1111,34.7,-0.4,0,188,5.9,689,21.5
Xavier,349,30,2302,76.7,1943,64.8,12,76.7,569,767,19.0,74.2,1554,51.8,48.1,599,20.0,39.6,0,454,15.133,385,12.833,1016,33.9,922,30.7,3.1,0,166,5.5,532,17.7
Yale,350,27,1840,68.1,1791,66.3,1.8,51.9,400,581,14.8,68.8,1402,51.9,45.6,452,16.7,35.4,0,377,13.963,397,14.704,895,33.1,840,31.1,2,0,197,7.3,507,18.8
Youngstown St.,351,31,2047,66,2099,67.7,-1.7,45.2,421,608,13.6,69.2,1692,54.6,43.1,488,15.7,34.4,0,376,12.129,419,13.516,1113,35.9,1064,34.3,1.6,0,163,5.3,496,16
